"Hylak_id","Lake_name","Country","Continent","Poly_src","Lake_type","Grand_id","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Elevation","Slope_100","Wshd_area","Pour_long","Pour_lat","bas_val","ext_xmin","ext_xmax","ext_ymin","ext_ymax","HRT_sec","T_AIR","HRT","Wind","basin_id"
1339919,NA,"Germany","Europe","SWBD",1,0,0.4,3.1,1.39,1.54,0,3,3.9,0.544,32.8,414,2.51,58,12.140625,49.724246,1,12.1294666883683,12.1430476888024,49.7234722222228,49.7319366285543,425088000,7.84914493560791,425088000,NA,"danube"
1340077,NA,"Germany","Europe","SWBD",1,0,0.18,1.94,1.28,0.51,0,3,2.8,4.981,1.2,400,1.6,557.6,11.964164,49.684475,1,11.956618652344,11.9658280436201,49.682083333334,49.6856311374247,15552000,7.84914493560791,15552000,NA,"danube"
1340124,NA,"Czech Republic","Europe","SWBD",1,0,0.82,4.33,1.35,1.61,0,3,2,0.232,80.1,222,0.48,32.9,17.138678,49.672968,1,17.1259842936204,17.1403526475701,49.6654166666669,49.676723327637,1038096000,7.61816740036011,1038096000,NA,"danube"
1340152,NA,"Germany","Europe","SWBD",1,0,0.22,2.37,1.44,0.74,0,3,3.4,5.058,1.7,396,2.26,565.9,11.988645,49.667451,1,11.9827373589412,11.9938644748267,49.6637500000007,49.6707229953349,22032000,7.84914493560791,22032000,NA,"danube"
1340204,NA,"Germany","Europe","SWBD",1,0,0.1,1.62,1.46,0.21,0,3,2.2,0.296,8.3,410,1.16,33.2,11.804399,49.654425,1,11.7994623480905,11.8052411566844,49.6526388888896,49.6581679958773,107568000,7.84914493560791,107568000,NA,"danube"
1340242,NA,"Germany","Europe","SWBD",1,0,0.1,1.42,1.25,0.33,0,3,3.2,0.365,10.4,407,2.51,41,11.758475,49.644506,1,11.752517903646,11.7587582736547,49.6434722222229,49.647819959853,134784000,7.84914493560791,134784000,NA,"danube"
1340647,NA,"Czech Republic","Europe","SWBD",2,3775,0.75,8.53,2.78,10.6,10.6,2,14.2,0.864,142,360,6.34,131,16.555328,49.554544,1,16.510094129775,16.5570833333339,49.5534722222225,49.5655452134877,1840320000,7.61816740036011,1840320000,NA,"danube"
1340685,NA,"Czech Republic","Europe","SWBD",1,0,0.14,2.19,1.65,0.69,0,3,4.9,0.12,66.8,566,5.66,20.2,16.204588,49.545241,1,16.1961164008252,16.2052724880648,49.5444497341583,49.5517718844947,865728000,7.66627979278564,865728000,NA,"danube"
1340738,NA,"Czech Republic","Europe","SWBD",1,0,0.3,4.09,2.1,0.76,0,3,2.5,10.674,0.8,258,1.09,1201.5,17.832155,49.532834,1,17.8288916015633,17.8522941080737,49.5254166666669,49.5345487467451,10368000,7.61816740036011,10368000,NA,"danube"
1340797,NA,"Germany","Europe","SWBD",1,0,0.15,3.51,2.57,0.92,0,3,6.2,4.984,2.1,405,8.92,543.6,12.274573,49.518689,1,12.274105902778,12.2859600151912,49.5179166666672,49.5294341023769,27216000,7.84914493560791,27216000,NA,"danube"
1340892,NA,"Czech Republic","Europe","SWBD",1,0,0.3,4.72,2.42,1.88,0,3,6.2,0.341,63.8,428,7.1,59.7,16.701042,49.497863,1,16.6968128797751,16.7129166666672,49.4918055555559,49.5051452975806,826848000,7.61816740036011,826848000,NA,"danube"
1340995,NA,"Czech Republic","Europe","SWBD",1,0,0.27,2.43,1.33,0.89,0,3,3.3,0.067,154.1,570,2.05,13.4,15.871684,49.477419,1,15.8627454291456,15.8733060709641,49.4754166666669,49.481425442166,1997136000,7.66627979278564,1997136000,NA,"danube"
1341036,NA,"Czech Republic","Europe","SWBD",1,0,0.42,3.62,1.57,2.79,0,3,6.6,0.677,47.7,272,7.34,120.1,17.038244,49.468508,1,17.0219547526048,17.0389870876743,49.4631944444448,49.4716563245988,618192000,7.61816740036011,618192000,NA,"danube"
1341270,NA,"Czech Republic","Europe","SWBD",1,0,0.73,6.59,2.18,2.49,0,3,3.4,1.877,15.4,191,1.56,294.2,17.313542,49.417861,1,17.305005425348,17.31916124132,49.4048611111114,49.4211058213978,199584000,7.61816740036011,199584000,NA,"danube"
1341305,NA,"Germany","Europe","SWBD",1,0,0.4,3.49,1.55,1.64,0,3,4.1,0.724,26.2,475,2.74,72.7,12.601999,49.410618,1,12.5917933485247,12.608317871094,49.4081944444452,49.4177450222445,339552000,7.84914493560791,339552000,NA,"danube"
1341314,NA,"Czech Republic","Europe","SWBD",1,0,0.16,1.84,1.3,0.43,0,3,2.7,0.225,22,493,1.54,47.5,16.171354,49.408001,1,16.1679671223964,16.1735957845059,49.4076388888893,49.4141512722442,285120000,7.66627979278564,285120000,NA,"danube"
1341374,NA,"Czech Republic","Europe","SWBD",2,3779,0.57,6.59,2.45,11,11,2,19.2,1.102,115.5,475,9.29,219.3,16.014671,49.395397,1,15.9963966878261,16.0162698025179,49.3945833333337,49.4136198594837,1496880000,7.66627979278564,1496880000,NA,"danube"
1341387,NA,"Czech Republic","Europe","SWBD",1,0,0.39,3.56,1.62,1.87,0,3,4.9,0.103,210.6,520,3.96,20.9,15.488538,49.393646,1,15.4780229017475,15.4905452134879,49.3895833333336,49.4002674696184,2729376000,7.66627979278564,2729376000,NA,"danube"
1341390,NA,"Germany","Europe","SWBD",1,0,0.27,2.72,1.49,1.31,0,3,4.9,0.73,20.8,487,4.58,70.6,12.697926,49.393126,1,12.6958512369794,12.7046484375004,49.3895833333339,49.3991487630215,269568000,7.84914493560791,269568000,NA,"danube"
1341502,NA,"Germany","Europe","SWBD",1,0,0.36,5.74,2.7,0.45,0,3,1.3,34.465,0.2,358,0.25,3673.3,12.135629,49.369584,1,12.1280582682294,12.1398486328128,49.3679166666673,49.379848293729,2592000,7.84914493560791,2592000,NA,"danube"
1341519,NA,"Germany","Europe","SWBD",1,0,0.24,3.51,2.04,0.83,0,3,3.5,0.402,23.8,363,2.33,42.9,12.165883,49.367426,1,12.1635333930124,12.1741513400611,49.3618055555562,49.3699846055779,308448000,7.84914493560791,308448000,NA,"danube"
1341544,NA,"Germany","Europe","SWBD",1,0,0.1,1.55,1.42,0.29,0,3,3,0.359,9.2,368,2.27,38.3,12.183081,49.362383,1,12.1750078667538,12.1834722222225,49.3620833333339,49.3652487521707,119232000,7.84914493560791,119232000,NA,"danube"
1341605,NA,"Czech Republic","Europe","SWBD",1,0,0.35,4.1,1.95,2.84,0,3,8.1,0.244,134.9,512,11.73,22.8,18.235858,49.346059,1,18.2342163085946,18.2540277777785,49.3345833333336,49.3466613769534,1748304000,7.61816740036011,1748304000,NA,"danube"
1341636,NA,"Czech Republic","Europe","SWBD",1,0,0.33,3.09,1.52,1.87,0,3,5.7,0.103,209.8,461,5.88,22,16.753492,49.33933,1,16.752816975912,16.7686032443582,49.3334722222226,49.3411033121748,2719008000,7.61816740036011,2719008000,NA,"danube"
1341638,NA,"Slovakia","Europe","SWBD",1,0,0.48,6.47,2.62,3.59,0,3,7.4,18.584,2.2,575,8.88,1159.9,19.547773,49.338636,1,19.5422325303828,19.5497119140634,49.3362500000002,49.3610651312937,28512000,7.50629711151123,28512000,NA,"danube"
1341728,NA,"Czech Republic","Europe","SWBD",1,0,0.15,2.29,1.64,0.36,0,3,2.3,0.061,68.6,500,1.15,13.7,16.208929,49.319369,1,16.2025640190978,16.2095833333339,49.317916666667,49.3246210394969,889056000,7.66627979278564,889056000,NA,"danube"
1341758,NA,"Czech Republic","Europe","SWBD",2,3783,0.45,6.61,2.79,9.4,9.4,2,21,0.244,445.9,336,7.95,51,16.929441,49.309384,1,16.9086214192715,16.9299896918409,49.3054166666669,49.3183230251739,5778864000,7.61816740036011,5778864000,NA,"danube"
1341811,NA,"Czech Republic","Europe","SWBD",1,0,0.26,2.06,1.13,0.46,0,3,1.7,51.763,0.1,186,0.52,7168.8,17.412917,49.291796,1,17.4058848741326,17.4137133789069,49.2868055555559,49.2934088812938,1296000,7.61816740036011,1296000,NA,"danube"
1341828,NA,"Czech Republic","Europe","SWBD",1,0,0.15,2.94,2.15,0.47,0,3,3.2,0.315,17.2,548,2.2,65.4,15.486458,49.285125,1,15.4794572957362,15.4883204820426,49.2770833333336,49.2858978949655,222912000,7.66627979278564,222912000,NA,"danube"
1341870,NA,"Germany","Europe","SWBD",1,0,0.19,4.39,2.85,0.76,0,3,4,0.521,16.9,377,3.41,53.5,12.310339,49.272297,1,12.2991720920141,12.3208279079864,49.270972222223,49.2794243706603,219024000,7.84914493560791,219024000,NA,"danube"
1341879,NA,"Czech Republic","Europe","SWBD",1,0,0.48,4.83,1.97,3.59,0,3,7.5,0.304,136.7,313,9.21,45.1,17.803854,49.270669,1,17.7950054253479,17.8081914605041,49.270416666667,49.2852724880647,1771632000,7.61816740036011,1771632000,NA,"danube"
1341908,NA,"Czech Republic","Europe","SWBD",1,0,0.26,3.91,2.17,1.37,0,3,5.3,0.304,52.2,243,5.41,48.3,17.688425,49.265252,1,17.6766769748271,17.6911981879348,49.2637500000003,49.2730452473961,676512000,7.61816740036011,676512000,NA,"danube"
1341921,NA,"Czech Republic","Europe","SWBD",1,0,0.1,1.71,1.5,0.31,0,3,3,0.161,22.1,560,2.19,33.5,15.479753,49.262875,1,15.4724625311962,15.4807272338872,49.2601388888891,49.2633128526478,286416000,7.66627979278564,286416000,NA,"danube"
1342100,NA,"Czech Republic","Europe","SWBD",1,0,0.11,1.8,1.54,0.35,0,3,3.2,0.096,42,481,2.48,22,15.776042,49.218328,1,15.7716121419278,15.7814036729607,49.216527777778,49.2196708170576,544320000,7.66627979278564,544320000,NA,"danube"
1342147,NA,"Czech Republic","Europe","SWBD",1,0,0.1,1.53,1.4,0.22,0,3,2.3,0.003,855.1,460,1.34,0.7,15.803718,49.207873,1,15.803073459202,15.8111676025396,49.2056944444447,49.2084208848743,11082096000,7.66627979278564,11082096000,NA,"danube"
1342191,NA,"Slovakia","Europe","SWBD",1,0,0.29,2.2,1.15,1.78,0,3,6.1,0.726,28.4,312,7.06,64.4,18.509025,49.19924,1,18.4990749782993,18.5105452473967,49.197916666667,49.2034371609161,368064000,7.61816740036011,368064000,NA,"danube"
1342244,NA,"Czech Republic","Europe","SWBD",1,0,0.18,2.16,1.43,0.57,0,3,3.1,0.089,74.4,546,2.01,18.2,15.372839,49.184663,1,15.3640731472444,15.3748453776047,49.1834722222225,49.1883848741322,964224000,7.66627979278564,964224000,NA,"danube"
1342263,NA,"Czech Republic","Europe","SWBD",1,0,0.15,2.53,1.86,0.59,0,3,4,0.23,29.8,534,3.65,47,15.388154,49.180281,1,15.3802233547639,15.3894265747076,49.1770833333336,49.1848765055342,386208000,7.66627979278564,386208000,NA,"danube"
1342366,NA,"Germany","Europe","SWBD",1,0,0.4,8.39,3.75,2.84,0,3,7.1,12.473,2.6,390,8.7,992.8,12.835112,49.155572,1,12.8335365125872,12.8581944444447,49.1309722222228,49.1572119140631,33696000,7.84914493560791,33696000,NA,"danube"
1342380,NA,"Czech Republic","Europe","SWBD",1,0,0.39,4.44,2.01,1.88,0,3,4.8,0.086,253.6,555,3.91,18.9,15.546875,49.153159,1,15.5391744656038,15.5508638170036,49.1509722222225,49.1618490261504,3286656000,7.66627979278564,3286656000,NA,"danube"
1342502,NA,"Germany","Europe","SWBD",1,0,0.18,4.53,3.03,1.24,0,3,6.9,12.295,1.2,410,10.6,977.9,12.8657,49.128382,1,12.8641769748268,12.8730452473961,49.1129166666672,49.1289790852871,15552000,7.84914493560791,15552000,NA,"danube"
1342547,NA,"Czech Republic","Europe","SWBD",1,0,0.16,3.11,2.16,1.08,0,3,6.6,0.117,106.9,308,9.76,26.8,17.195567,49.116171,1,17.1952366807733,17.2094898817281,49.109027777778,49.1175486924915,1385424000,7.61816740036011,1385424000,NA,"danube"
1342604,NA,"Czech Republic","Europe","SWBD",2,3788,0.37,6.72,3.11,17.1,17.1,2,45.8,4.944,40,298,10.11,1152,16.179475,49.102311,1,16.1469497341586,16.179994710287,49.0981944444447,49.1044391547311,518400000,7.66627979278564,518400000,NA,"danube"
1342800,NA,"Germany","Europe","SWBD",1,0,0.1,2.41,2.1,0.25,0,3,2.4,0.177,16.3,597,1.35,16.2,12.523682,49.053692,1,12.5202856445314,12.5329166666669,49.0504166666673,49.0552699788417,211248000,7.84914493560791,211248000,NA,"danube"
1342810,NA,"Czech Republic","Europe","SWBD",1,0,0.24,2.28,1.3,0.59,0,3,2.4,0.29,23.4,452,1.06,68,15.784673,49.051115,1,15.7761265055344,15.7863734944667,49.0481944444447,49.0545199924047,303264000,7.66627979278564,303264000,NA,"danube"
1342897,NA,"Czech Republic","Europe","SWBD",1,0,0.16,1.82,1.3,0.79,0,3,5.1,2.105,4.4,237,5.81,532.2,16.304888,49.029832,1,16.3008436414936,16.3072119140631,49.0251388888892,49.0308230251738,57024000,7.61816740036011,57024000,NA,"danube"
1342926,NA,"Czech Republic","Europe","SWBD",1,0,0.22,2.42,1.45,1.25,0,3,5.7,0.065,223.4,571,6.46,12.8,15.242809,49.022917,1,15.2383594258632,15.2439515346956,49.0187500000002,49.0272768147789,2895264000,7.66627979278564,2895264000,NA,"danube"
1342953,NA,"Germany","Europe","SWBD",2,3270,0.76,4.73,1.53,20.3,20.3,2,26.9,0.385,610.3,761,12.91,30.4,13.336458,49.014005,1,13.3325840928824,13.3597143554691,49.0084722222228,49.0156422254781,7909488000,7.84914493560791,7909488000,NA,"danube"
1342983,NA,"Slovakia","Europe","SWBD",1,0,0.36,4.39,2.07,2.95,0,3,8.2,3.539,9.6,725,12.13,250.6,19.914476,49.009544,1,19.9124631076398,19.9372195095495,49.0080583360462,49.0158305528432,124416000,7.50629711151123,124416000,NA,"danube"
1343132,NA,"Germany","Europe","SWBD",1,0,0.33,5.63,2.75,0.77,0,3,2.3,1.286,7,320,0.9,122.6,12.439667,48.977943,1,12.4294471571184,12.4426540798614,48.9754166666672,48.9876928032775,90720000,7.84914493560791,90720000,NA,"danube"
1343165,NA,"Slovakia","Europe","SWBD",1,0,0.19,2.14,1.39,0.38,0,3,2,127.801,0.1,219,0.78,8597,18.145349,48.971539,1,18.1438967556433,18.152769911025,48.9687500000004,48.9734045410158,1296000,7.61816740036011,1296000,NA,"danube"
1343175,NA,"Slovakia","Europe","SWBD",1,0,0.29,2.79,1.46,0.75,0,3,2.6,5.464,1.6,131,1.16,863.7,21.706304,48.969176,1,21.7022300889755,21.7093033854167,48.9668055555562,48.9770222303608,20736000,7.15109920501709,20736000,NA,"danube"
1343209,NA,"Czech Republic","Europe","SWBD",1,0,0.15,1.83,1.32,0.82,0,3,5.3,0.11,86.2,257,6.39,29.4,16.134022,48.963492,1,16.1261214192715,16.1360872395839,48.961527777778,48.9653898111982,1117152000,7.66627979278564,1117152000,NA,"danube"
1343222,NA,"Czech Republic","Europe","SWBD",1,0,0.3,2.29,1.18,1.12,0,3,3.7,0.358,36.2,168,2.5,84,17.318058,48.961375,1,17.3103426106778,17.3209008789069,48.9593055555558,48.9647998725046,469152000,7.61816740036011,469152000,NA,"danube"
1343227,NA,"Germany","Europe","SWBD",1,0,0.25,3.1,1.75,1.41,0,3,5.6,0.236,69,466,6.11,29.7,10.721453,48.960737,1,10.7177830674914,10.7250457763674,48.9581944444452,48.9702724880648,894240000,8.18955612182617,894240000,NA,"danube"
1343316,NA,"Czech Republic","Europe","SWBD",1,0,0.14,2.72,2.07,0.24,0,3,1.7,0.18,15.2,183,0.63,52.4,16.461257,48.941952,1,16.4533436414938,16.4625363498271,48.939027777778,48.9456046549481,196992000,7.61816740036011,196992000,NA,"danube"
1343375,NA,"Czech Republic","Europe","SWBD",1,0,0.31,4.61,2.33,1.8,0,3,5.8,1.421,14.6,230,6.03,375.7,16.108475,48.930054,1,16.0963941786031,16.1086476643886,48.924027777778,48.9330502658423,189216000,7.66627979278564,189216000,NA,"danube"
1343402,NA,"Czech Republic","Europe","SWBD",1,0,0.87,4.35,1.32,2.82,0,3,3.2,1.303,25,169,1.33,321.6,17.064583,48.923725,1,17.0558436414937,17.0719341362854,48.9218055555559,48.9331662326392,3.24e+08,7.61816740036011,3.24e+08,NA,"danube"
1343425,NA,"Czech Republic","Europe","SWBD",1,0,0.15,1.6,1.18,0.5,0,3,3.4,0.197,29.1,312,2.52,50.5,16.002083,48.917404,1,15.9977973768451,16.0058106825092,48.9148611111113,48.9183154296878,377136000,7.66627979278564,377136000,NA,"danube"
1343454,NA,"Czech Republic","Europe","SWBD",1,0,0.12,1.5,1.2,0.29,0,3,2.3,1.371,2.4,166,1.24,339.5,17.055824,48.911204,1,17.0541895887594,17.0584646267368,48.9093055555558,48.9146993001305,31104000,7.61816740036011,31104000,NA,"danube"
1343481,NA,"Germany","Europe","SWBD",1,0,0.48,10.82,4.42,0.55,0,3,1.2,0.213,30,317,0.19,19.5,12.548958,48.907363,1,12.5316769748267,12.5586008029516,48.9043055555562,48.9246472167975,388800000,7.84914493560791,388800000,NA,"danube"
1343497,NA,"Czech Republic","Europe","SWBD",1,0,0.11,1.62,1.39,0.2,0,3,1.9,1.458,1.6,166,0.85,363.2,17.054664,48.905951,1,17.0522375488289,17.0561554633253,48.9043055555558,48.9103876410593,20736000,7.61816740036011,20736000,NA,"danube"
1343533,NA,"Slovakia","Europe","SWBD",1,0,0.13,1.75,1.39,0.74,0,3,5.9,0.16,53.6,473,8.39,18.4,20.638542,48.896969,1,20.6372867160371,20.6465757242837,48.8954166666672,48.8993575032559,694656000,7.50629711151123,694656000,NA,"danube"
1343570,NA,"Czech Republic","Europe","SWBD",1,0,0.44,3.52,1.5,1.41,0,3,3.2,1.509,10.8,163,1.63,376.9,17.058533,48.89044,1,17.0528698730476,17.0598739963115,48.8884722222225,48.9022561984594,139968000,7.61816740036011,139968000,NA,"danube"
1343575,NA,"Czech Republic","Europe","SWBD",1,0,0.22,3.97,2.4,0.76,0,3,3.5,1.509,5.8,165,2.38,376.9,17.06039,48.889835,1,17.0575027126742,17.0617673068583,48.8880529106992,48.904719441732,75168000,7.61816740036011,75168000,NA,"danube"
1343635,NA,"Czech Republic","Europe","SWBD",1,0,0.37,2.44,1.14,0.98,0,3,2.7,1.525,7.5,173,1.18,381.1,17.061673,48.877298,1,17.060565863716,17.0694171820754,48.8745833333335,48.8819341362849,97200000,7.61816740036011,97200000,NA,"danube"
1343665,NA,"Czech Republic","Europe","SWBD",1,0,0.17,1.62,1.13,0.42,0,3,2.6,0.142,34.5,419,1.38,31.9,15.72326,48.871269,1,15.7226803249788,15.731100802952,48.869027777778,48.8724896918405,447120000,7.66627979278564,447120000,NA,"danube"
1343713,NA,"Czech Republic","Europe","SWBD",1,0,0.16,1.71,1.21,0.4,0,3,2.5,0.104,44.4,422,1.35,23.3,15.736739,48.860136,1,15.7344547526047,15.742211914063,48.8579166666669,48.8620147026912,575424000,7.66627979278564,575424000,NA,"danube"
1343757,NA,"Czech Republic","Europe","SWBD",1,0,0.38,5.71,2.63,1.61,0,3,4.3,0.123,151.7,185,3.09,35,16.918457,48.853871,1,16.9116769748271,16.9255452473964,48.8534722222224,48.8723776584204,1966032000,7.61816740036011,1966032000,NA,"danube"
1343778,NA,"Czech Republic","Europe","SWBD",1,0,0.93,4.27,1.25,3.64,0,3,3.9,1.892,22.3,160,1.91,484.1,17.085299,48.848021,1,17.0708436414938,17.0913785807298,48.8454166666668,48.8569341362849,289008000,7.61816740036011,289008000,NA,"danube"
1343819,NA,"Slovakia","Europe","SWBD",1,0,0.3,2.47,1.27,0.59,0,3,2,0.179,38.3,159,0.65,43.8,17.194585,48.839001,1,17.1933360460076,17.2053959147142,48.8362500000002,48.8422101508248,496368000,7.61816740036011,496368000,NA,"danube"
1343905,NA,"Germany","Europe","SWBD",1,0,0.26,2.71,1.49,0.65,0,3,2.5,0.306,24.7,315,1.12,25.6,12.855793,48.819631,1,12.8441753472225,12.8574921332469,48.8168055555561,48.8213062879781,320112000,7.84914493560791,320112000,NA,"danube"
1343985,NA,"Slovakia","Europe","SWBD",1,0,0.61,3.83,1.38,3.05,0,3,5,1.451,24.3,320,3.61,189.9,18.484991,48.80345,1,18.4788967556431,18.4869845920147,48.8015277777781,48.8153637695316,314928000,7.61816740036011,314928000,NA,"danube"
1344072,NA,"Germany","Europe","SWBD",1,0,0.1,1.57,1.43,0.11,0,3,1.1,1.057,1.2,379,0.29,122,11.304902,48.786356,1,11.2972325303822,11.3058230251738,48.7850103081603,48.7874510362419,15552000,7.84914493560791,15552000,NA,"danube"
1344079,NA,"Czech Republic","Europe","SWBD",1,0,0.68,3.62,1.24,2.63,0,3,3.9,0.541,56.2,158,2.08,161,16.818833,48.785376,1,16.8086470540372,16.8247341579867,48.7795833333335,48.7884076605905,728352000,7.61816740036011,728352000,NA,"danube"
1344092,NA,"Germany","Europe","SWBD",1,0,0.28,2.63,1.41,0.46,0,3,1.6,0.106,49.9,351,0.46,11.3,11.728618,48.783861,1,11.721748996311,11.7338785807293,48.7773611111116,48.7858230251742,646704000,7.84914493560791,646704000,NA,"danube"
1344099,NA,"Czech Republic","Europe","SWBD",1,0,0.23,2.53,1.48,0.69,0,3,2.9,0.32,24.9,182,1.64,93.5,16.675245,48.78241,1,16.6651200358081,16.6757101779521,48.7809722222225,48.7874831814239,322704000,7.61816740036011,322704000,NA,"danube"
1344125,NA,"Germany","Europe","SWBD",1,0,0.23,2.54,1.5,0.54,0,3,2.4,332.694,0.1,356,1.05,21671.5,11.60019,48.778082,1,11.5868976508248,11.6005502658422,48.7734722222227,48.778883599176,1296000,7.84914493560791,1296000,NA,"danube"
1344171,NA,"Slovakia","Europe","SWBD",1,0,0.13,2.24,1.74,0.65,0,3,4.9,0.14,53.6,267,5.78,25.7,17.681341,48.768616,1,17.672434895834,17.6820654296883,48.7629166666669,48.7693516710071,694656000,7.61816740036011,694656000,NA,"danube"
1344188,NA,"Slovakia","Europe","SWBD",1,0,0.66,7.65,2.65,1.56,0,3,2.4,135.401,0.1,179,0.75,9652.8,17.86448,48.765999,1,17.8558360460076,17.8780528428826,48.7631944444447,48.7822553168405,1296000,7.61816740036011,1296000,NA,"danube"
1344228,NA,"Slovakia","Europe","SWBD",1,0,0.14,2.13,1.6,0.91,0,3,6.5,0.348,30.3,249,9.8,62.9,17.698214,48.757927,1,17.6900154622403,17.6987500000006,48.7573611111115,48.7642937554256,392688000,7.61816740036011,392688000,NA,"danube"
1344263,NA,"Germany","Europe","SWBD",1,0,0.43,4.57,1.96,1.11,0,3,2.5,314.924,0.1,378,1,19889.6,11.27111,48.750932,1,11.2430480957034,11.2716639539933,48.7481944444451,48.7530528428826,1296000,7.84914493560791,1296000,3.56285953521729,"danube"
1344271,NA,"Germany","Europe","SWBD",1,0,0.9,7.86,2.34,2.13,0,3,2.4,316.971,0.1,369,0.69,20170.9,11.410118,48.748055,1,11.3644471571182,11.4124972873266,48.7387500000006,48.7508306206603,1296000,5.57431936264038,1296000,3.63913702964783,"danube"
1344330,NA,"Slovakia","Europe","SWBD",1,0,0.23,2.17,1.28,0.61,0,3,2.7,0.11,64,190,1.35,28.7,17.148752,48.732245,1,17.1469547526048,17.156418863933,48.7306944444446,48.7363785807294,829440000,8.80764102935791,829440000,4.32688760757446,"danube"
1344347,NA,"Germany","Europe","SWBD",1,0,0.15,1.74,1.27,0.17,0,3,1.1,214.514,0.1,394,0.26,14730.4,10.875978,48.728415,1,10.8730034044055,10.8797387017146,48.7270833333339,48.732064615886,1296000,5.30389070510864,1296000,3.56285953521729,"danube"
1344355,NA,"Germany","Europe","SWBD",1,0,0.64,5.52,1.95,1.56,0,3,2.4,97.097,0.2,400,0.81,4659.7,10.921134,48.727325,1,10.8988624403214,10.9216638861763,48.7115277777784,48.7278202311203,2592000,5.30389070510864,2592000,3.56285953521729,"danube"
1344358,NA,"Germany","Europe","SWBD",1,0,0.8,7.65,2.41,1.71,0,3,2.1,214.53,0.1,395,0.57,14727.4,10.859796,48.725734,1,10.8497928195531,10.863671129015,48.7098611111118,48.7266613769538,1296000,5.30389070510864,1296000,3.56285953521729,"danube"
1344378,NA,"Germany","Europe","SWBD",1,0,0.1,1.45,1.31,0.34,0,3,3.5,0.307,12.9,372,3.16,31.6,11.660528,48.720203,1,11.6583553059899,11.6639188639326,48.7190277777783,48.7233230251742,167184000,5.57431936264038,167184000,3.63913702964783,"danube"
1344385,NA,"Slovakia","Europe","SWBD",2,3797,0.86,7.68,2.34,23.4,23.4,2,27.3,0.315,859.8,415,11.59,49,21.126395,48.718133,1,21.0894497341578,21.1283582899303,48.7156944444451,48.7255502658425,11143008000,9.56463623046875,11143008000,3.78622055053711,"danube"
1344444,NA,"Slovakia","Europe","SWBD",1,0,0.44,3.35,1.42,2.13,0,3,4.8,0.426,57.9,225,3.74,89.7,17.407292,48.703165,1,17.4016821289071,17.4097067599833,48.7020833333335,48.7134665256078,750384000,8.80764102935791,750384000,4.32688760757446,"danube"
1344457,NA,"Germany","Europe","SWBD",1,0,0.34,2.95,1.43,0.63,0,3,1.9,2.058,3.6,375,0.57,212.7,11.27546,48.700612,1,11.2608070203995,11.2763835991755,48.6990277777784,48.7032770453564,46656000,5.57431936264038,46656000,3.63913702964783,"danube"
1344466,NA,"Germany","Europe","SWBD",1,0,0.78,9.62,3.07,1.22,0,3,1.6,197.453,0.1,402,0.3,12873,10.76847,48.698426,1,10.715663316515,10.7702724880645,48.6795833333339,48.6994391547315,1296000,5.30389070510864,1296000,3.56285953521729,"danube"
1344467,NA,"Slovakia","Europe","SWBD",1,0,0.34,2.68,1.29,2.53,0,3,7.4,0.362,80.7,337,9.89,56.6,21.160417,48.698264,1,21.1521466742619,21.1630280219182,48.6965277777783,48.7050185818148,1045872000,9.56463623046875,1045872000,3.78622055053711,"danube"
1344493,NA,"Germany","Europe","SWBD",1,0,0.38,3.95,1.81,0.59,0,3,1.5,1.304,5.2,399,0.37,125.2,10.840922,48.692021,1,10.8290357123482,10.8452617051867,48.6873611111116,48.693318006728,67392000,5.30389070510864,67392000,3.56285953521729,"danube"
1344494,NA,"Germany","Europe","SWBD",1,0,0.32,2.41,1.21,1.07,0,3,3.4,0.243,51.1,366,2.01,24.8,11.522163,48.692256,1,11.5163967556426,11.5238792588978,48.6893055555561,48.6976820203999,662256000,5.57431936264038,662256000,3.63913702964783,"danube"
1344506,NA,"Slovakia","Europe","SWBD",1,0,0.16,2.01,1.43,0.4,0,3,2.6,21.18,0.2,194,1.43,2516.1,21.288212,48.690437,1,21.2824137369789,21.2890307617187,48.6890277777784,48.6960160319015,2592000,8.49578380584717,2592000,3.25330400466919,"danube"
1344512,NA,"Germany","Europe","SWBD",1,0,0.49,6.67,2.69,1.15,0,3,2.4,97.031,0.1,406,0.83,4646.9,10.896926,48.689595,1,10.8872275119359,10.8981085883249,48.6640277777783,48.6919391547315,1296000,5.30389070510864,1296000,3.56285953521729,"danube"
1344523,NA,"Germany","Europe","SWBD",1,0,0.27,2.25,1.21,0.39,0,3,1.4,1.297,3.5,401,0.35,124.5,10.84063,48.687611,1,10.8341744656034,10.8447144232858,48.6818055555561,48.687769911025,45360000,5.30389070510864,45360000,3.56285953521729,"danube"
1344531,NA,"Germany","Europe","SWBD",1,0,0.39,3.33,1.51,0.53,0,3,1.4,2.73,2.2,371,0.28,282,11.331241,48.685667,1,11.3269547526044,11.3349896918405,48.6834722222228,48.6930452473964,28512000,5.57431936264038,28512000,3.63913702964783,"danube"
1344553,NA,"Slovakia","Europe","SWBD",1,0,0.12,1.71,1.38,0.63,0,3,5.1,0.222,32.9,281,6.35,37.8,18.111879,48.681384,1,18.1099812825528,18.1147067599834,48.6793055555558,48.6856651475697,426384000,8.80764102935791,426384000,4.32688760757446,"danube"
