"Hylak_id","Lake_name","Country","Continent","Poly_src","Lake_type","Grand_id","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Elevation","Slope_100","Wshd_area","Pour_long","Pour_lat","bas_val","ext_xmin","ext_xmax","ext_ymin","ext_ymax","HRT_sec","T_AIR","HRT","Wind","basin_id"
1242,"Neusiedl","Hungary","Europe","SWBD",1,0,141.51,156.08,3.7,301.67,0,3,2.1,5.237,666.7,110,0.46,1142.6,16.801183,47.671437,1,16.6869821506084,16.8555528428827,47.6631944444446,47.9305528428821,8640432000,8.80764102935791,8640432000,4.32688760757446,"danube"
1244,"Lake Tisza","Hungary","Europe","GRanD",2,3814,119,80.23,2.07,228.6,228.6,2,1.9,558.066,4.7,83,0.34,65561.4,20.519179,47.497917,1,20.5165958404542,20.8055114746094,47.4768676757812,47.6960411071779,60912000,9.56463623046875,60912000,3.78622055053711,"danube"
1251,"Balaton","Hungary","Europe","SWBD",1,0,577.21,203.94,2.39,1900,0,1,3.3,21.474,1024.1,100,-1,5746.8,18.044567,46.911659,1,17.2451142035598,18.1675632052958,46.7054166666667,47.0583306206598,13272336000,8.80764102935791,13272336000,4.32688760757446,"danube"
1284,"Yalpug","Ukraine","Europe","SWBD",1,0,225.08,147.88,2.78,3043.44,0,3,13.5,10.14,3473.9,-1,2.09,4210.8,28.70618,45.335383,1,28.5825027126737,28.7468017578125,45.2543055555554,45.6761531575519,45021744000,10.5195283889771,45021744000,4.14860963821411,"danube"
1293,NA,"Republic of Serbia","Europe","GRanD",2,3880,118.58,205.37,5.32,2550,2550,2,21.5,5506.185,5.4,64,17.57,560682.4,22.530866,44.673332,1,21.7340479664066,22.5340871263868,44.4405926534831,44.7420490866339,69984000,8.57011222839355,69984000,3.34527611732483,"danube"
13841,NA,"Slovakia","Europe","SWBD",2,3781,28.25,49.88,2.65,346,346,2,12.2,17.908,223.6,596,4.29,1143.2,19.556417,49.377899,1,19.4727804904522,19.6383474392371,49.3762500000003,49.4540559895836,2897856000,7.50629711151123,2897856000,NA,"danube"
13869,NA,"Slovakia","Europe","SWBD",2,3790,18.26,34.5,2.28,360.5,360.5,2,19.7,26.093,159.9,555,5.22,1478.5,19.485692,49.099514,1,19.4800054253482,19.5853032769106,49.0784722222224,49.13332804362,2072304000,7.50629711151123,2072304000,NA,"danube"
13879,NA,"Slovakia","Europe","SWBD",2,3792,10.99,31.13,2.65,180,180,2,16.4,5.332,390.7,155,9.69,840.4,21.697799,49.002817,1,21.6398451063366,21.7122888183593,49.0009722222228,49.1008305528435,5063472000,7.15109920501709,5063472000,NA,"danube"
13891,NA,"Czech Republic","Europe","SWBD",2,3794,22.75,40.72,2.41,134,134,2,5.9,47.846,32.4,164,1.67,11869.8,16.722014,48.860926,1,16.5855524359815,16.7272195095492,48.8559722222225,48.9144416639543,419904000,7.61816740036011,419904000,NA,"danube"
13902,NA,"Slovakia","Europe","SWBD",2,3796,28.99,30.49,1.6,334,334,2,11.5,1.194,3237.6,109,2.33,186.1,22.047869,48.785472,1,21.9480413140189,22.0825248209634,48.7640277777784,48.8158280436203,41959296000,7.15109920501709,41959296000,NA,"danube"
13954,NA,"Slovakia","Europe","SWBD",2,3805,11.34,30.95,2.59,50.8,50.8,2,4.5,140.954,4.2,117,0.7,10410.8,17.827073,48.193783,1,17.7476391601569,17.8316639539938,48.1909722222225,48.27668999566,54432000,8.80764102935791,54432000,4.32688760757446,"danube"
13962,NA,"Germany","Europe","SWBD",1,0,44.98,41.35,1.74,700.77,0,3,15.6,20.853,388.9,531,3.82,996.6,11.130208,48.075764,1,11.0960578748916,11.1702914767797,47.9387500000005,48.0766639539936,5040144000,5.30389070510864,5040144000,3.56285953521729,"danube"
13965,NA,"Hungary","Europe","SWBD",2,3806,33.84,76.9,3.73,160,160,2,4.7,2093.565,0.9,123,0.91,131205.7,17.269792,47.999069,1,17.1700651041674,17.5391639539938,47.8795833333336,48.0663861762155,11664000,8.80764102935791,11664000,4.32688760757446,"danube"
13966,"Starnberger See","Germany","Europe","SWBD",1,0,54.77,48.79,1.86,1237.99,0,3,22.6,6.222,2302.9,583,5.07,306.3,11.354819,47.996766,1,11.2705582682294,11.3587891981339,47.8206944444449,47.9977750651047,29845584000,5.57431936264038,29845584000,3.63913702964783,"danube"
13969,NA,"Austria","Europe","SWBD",1,0,44.14,48.95,2.08,1654.69,0,3,37.5,13.134,1458.2,467,8.23,467.9,13.592307,47.948292,1,13.4841693793407,13.594657931858,47.7895833333338,47.9502022298182,18898272000,5.57431936264038,18898272000,3.63913702964783,"danube"
13970,"Chiemsee","Germany","Europe","SWBD",1,0,75.05,70.38,2.29,575.51,0,3,7.7,41.164,161.8,515,1.85,1440,12.485403,47.930723,1,12.3475995551218,12.5338834635419,47.8295833333338,47.9326767306862,2096928000,5.57431936264038,2096928000,3.63913702964783,"danube"
13971,"Traunsee","Austria","Europe","SWBD",3,3283,23.39,33.53,1.96,1928.17,514,3,82.5,44.847,497.6,420,14.27,1395.9,13.800281,47.916841,1,13.7665893554691,13.8161032443581,47.8088967556429,47.917492133247,6448896000,6.98797655105591,6448896000,4.16627597808838,"danube"
13974,NA,"Romania","Europe","SWBD",2,3809,41.31,76.55,3.36,1290,1290,2,31.2,139.84,106.8,82,3.34,12168.3,27.226042,47.841332,1,27.1291719563801,27.2772169325086,47.8343055555555,47.999217936198,1384128000,7.73811292648315,1384128000,3.95316505432129,"danube"
13976,NA,"Austria","Europe","SWBD",1,0,13.06,25.77,2.01,461.14,0,3,35.3,6.68,799,479,10.12,254.3,13.447312,47.80361,1,13.3419628906253,13.4478043619796,47.7970833333338,47.8522169325092,10355040000,5.57431936264038,10355040000,3.63913702964783,"danube"
13983,NA,"Austria","Europe","SWBD",1,0,11.79,27.03,2.22,346.01,0,3,29.4,3.754,1066.8,534,8.81,131,13.484443,47.722071,1,13.3686962890628,13.4855528428824,47.716805555556,47.7737462022574,13825728000,5.57431936264038,13825728000,3.63913702964783,"danube"
13985,NA,"Germany","Europe","SWBD",2,3287,12.29,29.79,2.4,165,165,2,13.4,42.607,44.8,773,4.07,1577.5,10.742707,47.653187,1,10.7127150472007,10.7674947102866,47.579305555556,47.6550442165803,580608000,5.30389070510864,580608000,3.56285953521729,"danube"
13992,NA,"Germany","Europe","SWBD",1,0,15.7,27.14,1.93,793.66,0,3,50.5,1.774,5178,798,13.28,74.4,11.392222,47.584668,1,11.306457248264,11.3932109917537,47.5690277777783,47.6177750651047,67106880000,5.57431936264038,67106880000,3.63913702964783,"danube"
14015,NA,"Hungary","Europe","SWBD",1,0,11.49,54.5,4.54,13.73,0,3,1.2,0.535,297,100,0.55,206.9,18.573593,47.188907,1,18.57193060981,18.6623413085946,47.1855582682293,47.2386083984376,3849120000,8.80764102935791,3849120000,4.32688760757446,"danube"
14030,NA,"Romania","Europe","SWBD",2,3824,19.84,57.01,3.61,1230,1230,2,62,47.731,298.3,483,13.26,4060.2,26.107292,46.940563,1,25.9588527425128,26.1233305528427,46.9381944444445,47.0588861762153,3865968000,7.28820753097534,3865968000,3.43608164787292,"danube"
14047,NA,"Austria","Europe","SWBD",1,0,12.6,25.03,1.99,667.16,0,3,53,6.377,1210.9,588,14.49,286.1,13.516185,46.813158,1,13.5147086588545,13.6458306206602,46.7637500000005,46.8155683051219,15693264000,5.57431936264038,15693264000,3.63913702964783,"danube"
14058,NA,"Austria","Europe","SWBD",1,0,10.04,24.79,2.21,173.06,0,3,17.2,7.862,254.8,499,5.74,396.4,13.895101,46.653559,1,13.894025336372,14.0194390190975,46.6504166666671,46.6949064127609,3302208000,6.98797655105591,3302208000,4.16627597808838,"danube"
14059,NA,"Hungary","Europe","SWBD",1,0,15.75,40.5,2.88,33.04,0,3,2.1,7.629,50.1,104,0.84,1893,17.171459,46.63455,1,17.1191544596361,17.1738159179694,46.585377061632,46.6722195095487,649296000,8.80764102935791,649296000,4.32688760757446,"danube"
14061,NA,"Austria","Europe","SWBD",1,0,18.56,44.78,2.93,457.55,0,3,24.7,3.515,1506.6,437,6.87,170.6,14.250904,46.616273,1,14.043891601563,14.2541701931428,46.6063916015629,46.6366639539936,19525536000,6.98797655105591,19525536000,4.16627597808838,"danube"
14090,NA,"Romania","Europe","SWBD",2,3839,11.82,28.76,2.36,103.7,103.7,2,8.8,166.296,7.2,122,4.5,19929,27.047959,46.33599,1,26.9758360460069,27.0541555447047,46.334276529948,46.4062285698784,93312000,7.73811292648315,93312000,3.95316505432129,"danube"
14091,NA,"Croatia","Europe","SWBD",2,3841,16.4,29.07,2.03,93.5,93.5,2,5.7,264.008,4.1,148,0.71,15844.1,16.721805,46.323945,1,16.5730582682297,16.7247250705302,46.30625,46.3295421006944,53136000,8.80764102935791,53136000,4.32688760757446,"danube"
14108,NA,"Romania","Europe","SWBD",2,3843,17.97,42.41,2.82,120,120,2,6.7,167.636,8.3,108,3.7,20290.1,27.185498,46.186705,1,27.0609567599826,27.1957621256509,46.1856944444444,46.2988861762151,107568000,10.5195283889771,107568000,4.0508873462677,"danube"
14171,NA,"Moldova","Europe","SWBD",1,0,24.12,49.19,2.83,75.68,0,3,3.1,235.052,3.7,3,1.09,27310.9,28.152446,45.768743,1,28.1244376627604,28.1876182725694,45.7640277777777,45.8514493815103,47952000,10.5195283889771,47952000,4.14860963821411,"danube"
14203,NA,"Ukraine","Europe","SWBD",1,0,51.52,71.99,2.83,382.68,0,3,7.4,2.591,1709.4,-1,1.95,1518.8,29.151912,45.485825,1,29.1201158311632,29.2297309027778,45.4834722222221,45.6958827039929,22153824000,12.4668197631836,22153824000,NA,"danube"
14209,NA,"Ukraine","Europe","SWBD",1,0,59.54,79.84,2.92,297.98,0,3,5,2.706,1274.5,-1,1.34,1275.9,28.985939,45.399743,1,28.9461943901911,29.0688319227432,45.3993055555554,45.5865752495658,16517520000,12.4668197631836,16517520000,NA,"danube"
14213,NA,"Romania","Europe","SWBD",1,0,11.78,15.93,1.31,39.89,0,3,3.4,0.276,1673,-1,1.35,101.9,28.114583,45.360417,1,28.1052647569445,28.1484038628471,45.3143055555554,45.3669417317707,21682080000,10.5195283889771,21682080000,4.14860963821411,"danube"
14214,NA,"Ukraine","Europe","SWBD",1,0,88.79,62.73,1.88,632.95,0,3,7.1,2.713,2700.3,0,1.68,950.7,28.413542,45.336911,1,28.3066693793404,28.4447195095487,45.3337499999998,45.5137860785588,34995888000,10.5195283889771,34995888000,4.14860963821411,"danube"
14215,NA,"Romania","Europe","SWBD",1,0,14.55,29.66,2.19,14.55,0,3,1,0.118,1427.3,-1,0.23,140.2,29.487913,45.335002,1,29.3885750325523,29.489441731771,45.3104166666665,45.3404166666664,18497808000,12.4668197631836,18497808000,NA,"danube"
14221,NA,"Romania","Europe","SWBD",1,0,10.45,18.61,1.62,73.38,0,3,7,0.445,1908.6,24,2.61,108.4,27.36715,45.279447,1,27.2980609809027,27.3769390190972,45.2676388888888,45.305827907986,24735456000,10.5195283889771,24735456000,4.14860963821411,"danube"
14266,NA,"Romania","Europe","GRanD",2,3877,10.86,20.33,1.74,50,50,2,4.6,138.719,4.2,164,0.65,17478.6,24.271875,44.773999,1,24.2506349527108,24.2813299996861,44.7728126167406,44.8538332639889,54432000,8.37485599517822,54432000,3.26424837112427,"danube"
14269,NA,"Romania","Europe","GRanD",2,3879,12.17,22.26,1.8,40,40,2,3.3,140.46,3.3,150,0.43,17779,24.294792,44.682282,1,24.2680885946272,24.2966529424288,44.6808930808504,44.771312599072,42768000,8.37485599517822,42768000,3.26424837112427,"danube"
14276,NA,"Romania","Europe","GRanD",2,3883,23.18,32.18,1.89,225,225,2,9.7,143.262,18.2,134,3.07,18293.7,24.327146,44.535858,1,24.2949606097562,24.3413600993699,44.5336294610072,44.6621203553221,235872000,8.37485599517822,235872000,3.26424837112427,"danube"
14278,NA,"Bosnia and Herzegovina","Europe","SWBD",1,0,13.28,25.61,1.98,193.22,0,3,14.6,11.922,187.6,193,4.67,1210.6,18.50993,44.509082,1,18.4566248914934,18.5744365776915,44.4751388888893,44.5117769368493,2431296000,11.6805477142334,2431296000,3.90180397033691,"danube"
14297,NA,"Republic of Serbia","Europe","GRanD",2,3891,87.31,164.98,4.98,868,868,2,9.9,5526.724,1.8,37,2.97,562362.3,22.567156,44.307747,1,22.4486307809892,22.771582368504,44.2995634699741,44.6723209029659,23328000,8.57011222839355,23328000,3.34527611732483,"danube"
167390,NA,"Czech Republic","Europe","SWBD",2,3774,1.38,15.83,3.8,53.1,53.1,2,38.5,2.82,217.9,466,12.9,403.5,16.310694,49.565625,1,16.2611418999572,16.3134071180561,49.5645833333336,49.5875992499461,2823984000,7.61816740036011,2823984000,NA,"danube"
167530,NA,"Czech Republic","Europe","SWBD",1,0,1.02,5.25,1.47,2.26,0,3,2.2,1.87,14,190,1.26,292.9,17.301437,49.418245,1,17.2905582682299,17.3028748914937,49.4076388888893,49.4244416639542,181440000,7.61816740036011,181440000,NA,"danube"
167573,NA,"Germany","Europe","SWBD",1,0,1.38,10.66,2.56,3.82,0,3,2.8,0.318,138.9,370,1.47,34,12.190919,49.355079,1,12.1886771647139,12.2152724880645,49.3412500000007,49.3612062581386,1800144000,7.84914493560791,1800144000,NA,"danube"
167574,NA,"Germany","Europe","SWBD",2,3264,1.05,11.8,3.24,19.3,19.3,2,18.3,4.955,45.1,436,6.9,482.8,12.447546,49.355211,1,12.4352832031253,12.4791612413197,49.3373611111118,49.3568385823575,584496000,7.84914493560791,584496000,NA,"danube"
167583,NA,"Germany","Europe","SWBD",1,0,1.32,10.63,2.61,5.41,0,3,4.1,0.265,236.3,376,2.37,28.3,12.212065,49.346266,1,12.2105582682294,12.2352750651044,49.3290277777783,49.3496781412766,3062448000,7.84914493560791,3062448000,NA,"danube"
167588,NA,"Slovakia","Europe","SWBD",2,3782,1.12,11.56,3.08,36.9,36.9,2,32.9,0.799,534.5,593,11.66,58.6,19.043823,49.339552,1,19.0411138237856,19.0683181423619,49.3234722222226,49.3452749972876,6927120000,7.50629711151123,6927120000,NA,"danube"
167632,NA,"Czech Republic","Europe","SWBD",1,0,1.03,4.97,1.38,1.73,0,3,1.7,0.976,20.5,185,0.89,166,17.472944,49.285622,1,17.4671365017368,17.4819352213549,49.2830608452694,49.2993954128692,265680000,7.61816740036011,265680000,NA,"danube"
167642,NA,"Germany","Europe","SWBD",1,0,1.79,6.91,1.46,7.76,0,3,4.3,0.357,251.7,358,2.27,38.2,12.153616,49.278082,1,12.1530658637155,12.173701307509,49.2718055555561,49.2904921468104,3262032000,7.84914493560791,3262032000,NA,"danube"
167661,NA,"Slovakia","Europe","SWBD",2,3784,1.65,9.68,2.12,17.9,17.9,2,10.8,107.222,1.9,323,5.79,7085,18.682293,49.255558,1,18.6791720920147,18.7237500000008,49.2323611111113,49.2588539632164,24624000,7.61816740036011,24624000,NA,"danube"
167678,NA,"Czech Republic","Europe","SWBD",2,3785,1.27,7.48,1.87,18.5,18.5,2,14.6,8.803,24.3,227,6.36,1582.1,16.517155,49.234685,1,16.4895416937941,16.5188835991761,49.2284722222224,49.2499947102867,314928000,7.61816740036011,314928000,NA,"danube"
167693,NA,"Slovakia","Europe","SWBD",1,0,2.12,16.08,3.11,11.17,0,3,5.3,89.072,1.5,345,2.69,5641.2,18.778944,49.21418,1,18.7784979926222,18.8724972873273,49.1898611111114,49.2149393717451,19440000,7.50629711151123,19440000,NA,"danube"
167757,"Altmuehlsee","Germany","Europe","SWBD",2,3268,3.91,17.43,2.49,13.9,13.9,2,3.6,4.928,32.6,413,0.32,629.9,10.73529,49.127014,1,10.6913121880427,10.7377674696181,49.1195833333339,49.1481844075528,422496000,8.18955612182617,422496000,NA,"danube"
167759,NA,"Slovakia","Europe","SWBD",2,3787,4.68,20.48,2.67,35.9,35.9,2,7.7,118.832,3.5,276,9.91,7834.6,18.365983,49.126334,1,18.3650027126744,18.4308306206605,49.1206944444447,49.1588861083987,45360000,7.61816740036011,45360000,NA,"danube"
167761,NA,"Czech Republic","Europe","SWBD",2,3786,3.05,26.81,4.33,127.3,127.3,2,41.8,4.885,301.6,384,8.72,1135.2,16.121023,49.124799,1,16.0472275119363,16.1220918782557,49.1218055555559,49.1745587158205,3908736000,7.66627979278564,3908736000,NA,"danube"
167834,NA,"Slovakia","Europe","SWBD",2,3791,2.44,13.63,2.46,59.8,59.8,2,24.5,1.076,643.2,338,9.68,127.8,22.259375,49.044209,1,22.243063422309,22.2744365776909,49.042083333334,49.0777699788417,8335872000,7.15109920501709,8335872000,NA,"danube"
167874,NA,"Czech Republic","Europe","SWBD",1,0,2.64,12.63,2.19,6.37,0,3,2.4,60.904,1.2,168,0.99,8852.7,17.403207,49.003048,1,17.4019471571187,17.4288959418409,48.9968055555558,49.0270343695748,15552000,7.61816740036011,15552000,NA,"danube"
167927,NA,"Czech Republic","Europe","SWBD",1,0,1.59,6.85,1.53,3.15,0,3,2,12.278,3,168,0.94,2978.5,16.563608,48.927462,1,16.5341719563808,16.5647169325093,48.9237500000003,48.940711737739,38880000,7.61816740036011,38880000,NA,"danube"
167947,NA,"Czech Republic","Europe","SWBD",2,3793,5.15,53.11,6.6,122.7,122.7,2,23.8,8.858,160.3,352,12.19,2223.3,15.81818,48.907725,1,15.6969157579215,15.8219416639546,48.9056944444448,48.9458305528431,2077488000,7.66627979278564,2077488000,NA,"danube"
167959,NA,"Czech Republic","Europe","SWBD",1,0,6.08,23.83,2.73,17.91,0,3,2.9,14.587,14.2,167,0.94,4568.1,16.588329,48.892229,1,16.4986645507818,16.5897169325094,48.8637500000002,48.9041988796661,184032000,7.61816740036011,184032000,NA,"danube"
167980,NA,"Slovakia","Europe","SWBD",2,3795,1.99,31.28,6.25,58,58,2,29.1,17.032,39.4,324,15.16,1908.9,21.088768,48.861337,1,21.0136138916013,21.0903403727211,48.8248611111117,48.8925645616326,510624000,7.50629711151123,510624000,NA,"danube"
167986,NA,"Czech Republic","Europe","SWBD",1,0,1.14,5.38,1.42,5.22,0,3,4.6,1.873,32.2,161,2.84,479,17.072457,48.856469,1,17.0605634223098,17.0749921332473,48.8523611111114,48.8720383707685,417312000,7.61816740036011,417312000,NA,"danube"
168036,NA,"Czech Republic","Europe","SWBD",1,0,2.35,7.97,1.47,6.35,0,3,2.7,0.461,159.4,170,1.19,136.3,16.742052,48.77834,1,16.7046733940979,16.7426388888896,48.764424777561,48.7814694552953,2065824000,7.61816740036011,2065824000,NA,"danube"
168050,NA,"Czech Republic","Europe","SWBD",1,0,2.5,8.33,1.49,13.34,0,3,5.3,9.34,16.5,185,2.58,2749.4,16.246384,48.766322,1,16.2137457953564,16.2477724880649,48.7604166666669,48.7764613172745,213840000,7.66627979278564,213840000,NA,"danube"
168076,NA,"Germany","Europe","SWBD",1,0,1.22,7.43,1.89,1.99,0,3,1.6,313.268,0.1,390,0.82,19613.2,11.018062,48.735434,1,10.9766744656035,11.0200494384767,48.7312250434034,48.7399921332471,1296000,5.30389070510864,1296000,3.56285953521729,"danube"
168093,NA,"Germany","Europe","SWBD",1,0,1.82,8.04,1.68,2.42,0,3,1.3,0.276,101.4,361,0.56,28.8,11.557749,48.709402,1,11.5544547526044,11.5830452473962,48.6995833333339,48.7142995876741,1314144000,5.57431936264038,1314144000,3.63913702964783,"danube"
168114,NA,"Slovakia","Europe","SWBD",1,0,1.67,10.22,2.23,0.84,0,3,0.5,1.582,6.1,98,0.12,249.9,22.065625,48.683876,1,22.0573646375868,22.0810564507378,48.6820833333339,48.7010384114589,79056000,8.49578380584717,79056000,3.25330400466919,"danube"
168129,NA,"Germany","Europe","SWBD",1,0,1.02,8.94,2.5,2.74,0,3,2.7,165.972,0.2,343,1.58,8771.4,12.658857,48.667113,1,12.6067450629342,12.6608965386287,48.6587500000005,48.6675815158425,2592000,5.57431936264038,2592000,3.63913702964783,"danube"
168155,NA,"Germany","Europe","SWBD",1,0,1.01,5.99,1.68,1.25,0,3,1.2,163.872,0.1,356,0.63,8601.1,12.488746,48.6337,1,12.4541305881079,12.4899921332467,48.6284722222228,48.6360565863721,1296000,5.57431936264038,1296000,3.63913702964783,"danube"
168175,NA,"Germany","Europe","SWBD",1,0,1.11,6.58,1.76,5.86,0,3,5.3,161.128,0.4,373,3.39,8363.9,12.300485,48.601803,1,12.2633360460072,12.3019417317711,48.593194444445,48.6031184895839,5184000,5.57431936264038,5184000,3.63913702964783,"danube"
168179,NA,"Austria","Europe","SWBD",2,3799,1.91,28.1,5.74,73,73,2,38.3,7.266,116.3,497,6.9,884.4,15.329903,48.592256,1,15.2377138604062,15.3306401570644,48.5831944444447,48.6274972873266,1507248000,6.98797655105591,1507248000,4.16627597808838,"danube"
168188,NA,"Germany","Europe","SWBD",1,0,1.55,6.7,1.52,1.91,0,3,1.2,160.078,0.1,381,0.55,8271.5,12.217914,48.580694,1,12.1868575032554,12.2191613769533,48.5643055555561,48.5830502658426,1296000,5.57431936264038,1296000,3.63913702964783,"danube"
168203,NA,"Germany","Europe","SWBD",1,0,1.04,6.05,1.67,1.98,0,3,1.9,180.95,0.1,428,1.04,11326.5,10.409598,48.556554,1,10.3921131049265,10.411378546821,48.5370833333339,48.5586682128911,1296000,5.30389070510864,1296000,3.56285953521729,"danube"
168208,"Slnava","Slovakia","Europe","SWBD",2,3801,3.79,13.76,1.99,12.2,12.2,2,3.2,139.488,1,153,1.48,10118.7,17.826042,48.54501,1,17.8130634223098,17.844158799914,48.544027777778,48.592074245877,12960000,8.80764102935791,12960000,4.32688760757446,"danube"
168222,NA,"Slovakia","Europe","SWBD",1,0,1.08,5.95,1.62,0.87,0,3,0.8,34.061,0.3,156,0.38,4410.7,21.292258,48.528059,1,21.2801860894095,21.2958204481336,48.5240277777783,48.5398468695752,3888000,8.49578380584717,3888000,3.25330400466919,"danube"
168230,NA,"Slovakia","Europe","SWBD",2,3802,1.09,7.91,2.14,26.7,26.7,2,24.6,0.669,461.9,341,6.92,87.5,19.66403,48.520113,1,19.6530452473967,19.674163953994,48.5187500000004,48.5422195095488,5986224000,9.56463623046875,5986224000,3.78622055053711,"danube"
168252,NA,"Germany","Europe","SWBD",1,0,1.31,4.73,1.17,1.35,0,3,1,14.202,1.1,409,0.47,796.8,11.987969,48.488048,1,11.9695734320748,11.9893188476565,48.475694444445,48.4902674696186,14256000,5.57431936264038,14256000,3.63913702964783,"danube"
168282,NA,"Hungary","Europe","SWBD",2,3803,1.21,6.29,1.61,5.2,5.2,2,4.3,1.177,51.1,148,4.16,225.3,20.766035,48.449089,1,20.7641265190971,20.7947144232854,48.4456944444449,48.4561741807731,662256000,9.56463623046875,662256000,3.78622055053711,"danube"
168294,NA,"Slovakia","Europe","SWBD",2,3804,1.36,5.72,1.39,14.8,14.8,2,10.9,0.174,984.5,251,3.84,30.6,19.567682,48.436589,1,19.5438991970495,19.5691563585079,48.4329166666668,48.445545247396,12759120000,9.56463623046875,12759120000,3.78622055053711,"danube"
168343,NA,"Ukraine","Europe","SWBD",1,0,1.32,5.1,1.25,6.34,0,3,4.8,0.369,198.8,125,2.86,36.3,22.857774,48.366063,1,22.8549538845485,22.8688785807291,48.3623611111117,48.3811008029519,2576448000,8.49578380584717,2576448000,3.25330400466919,"danube"
168344,NA,"Ukraine","Europe","SWBD",1,0,1.22,7.85,2.01,26.31,0,3,21.6,6.889,44.2,508,17.37,432.1,23.632243,48.36581,1,23.6310720486112,23.6528195529515,48.3648611111116,48.3917239040805,572832000,8.49578380584717,572832000,3.25330400466919,"danube"
168345,NA,"Ukraine","Europe","SWBD",1,0,1.2,5.65,1.46,4.52,0,3,3.8,0.198,264.2,117,2.21,21.4,22.810475,48.364583,1,22.807507595486,22.8174945746528,48.3620833333338,48.3825375705301,3424032000,8.49578380584717,3424032000,3.25330400466919,"danube"
168386,NA,"Ukraine","Europe","SWBD",1,0,1.68,6,1.31,7.76,0,3,4.6,0.516,174.2,120,2.52,49.9,22.882591,48.307445,1,22.8774886067708,22.8972195095485,48.3034722222229,48.3241639539936,2257632000,8.49578380584717,2257632000,3.25330400466919,"danube"
168403,NA,"Germany","Europe","SWBD",1,0,1.27,6.08,1.52,1.83,0,3,1.4,63.141,0.3,514,0.7,2612.3,10.935339,48.264295,1,10.9235287136503,10.9411058213977,48.2518055555561,48.2663835991759,3888000,5.30389070510864,3888000,3.56285953521729,"danube"
168431,"Isarkanal Reservoir","Germany","Europe","SWBD",2,3280,5.77,14.66,1.72,14.5,14.5,2,2.5,3.498,48,493,0.52,190,11.796599,48.219465,1,11.7094471571182,11.7975416395402,48.2093055555561,48.2253313530821,622080000,5.57431936264038,622080000,3.63913702964783,"danube"
168432,NA,"Austria","Europe","SWBD",1,0,1.23,12.93,3.29,2.82,0,3,2.3,0.226,144.6,154,1.22,30.4,16.4356,48.215955,1,16.4033412000875,16.4374054633253,48.2143055555557,48.2497795952694,1874016000,8.80764102935791,1874016000,4.32688760757446,"danube"
168484,NA,"Romania","Europe","SWBD",1,0,1.65,14.53,3.19,9.42,0,3,5.7,1.352,80.7,124,3.24,184.2,26.569792,48.12037,1,26.5316440158419,26.5758306206595,48.1065277777778,48.1313861762153,1045872000,7.73811292648315,1045872000,3.95316505432129,"danube"
168499,NA,"Romania","Europe","SWBD",1,0,1.21,9.22,2.36,6.71,0,3,5.5,0.871,89.1,120,3.47,125.5,26.684026,48.104077,1,26.6522162543403,26.6896637641058,48.1015277777778,48.1188861762153,1154736000,7.73811292648315,1154736000,3.95316505432129,"danube"
168527,NA,"Hungary","Europe","SWBD",1,0,1.02,7.18,2.01,1.21,0,3,1.2,11.281,1.2,124,0.6,3452.9,19.067341,48.061554,1,19.0633436414939,19.0906860351571,48.0568055555557,48.0691563585071,15552000,9.56463623046875,15552000,3.78622055053711,"danube"
168528,NA,"Germany","Europe","SWBD",1,0,4.09,10.76,1.5,26.83,0,3,6.6,0.445,697.9,560,2.77,26.8,11.169792,48.060375,1,11.1613991970488,11.1999896918404,48.0445833333338,48.0730452473963,9044784000,5.30389070510864,9044784000,3.56285953521729,"danube"
168542,NA,"Romania","Europe","SWBD",1,0,1.36,10.93,2.64,6.72,0,3,4.9,1.973,39.4,101,2.92,271.5,26.705152,48.039697,1,26.6740315755208,26.7061381022134,48.03625,48.0702724880643,510624000,7.73811292648315,510624000,3.95316505432129,"danube"
168564,NA,"Germany","Europe","SWBD",1,0,1.76,6.22,1.32,12.51,0,3,7.1,0.919,157.5,535,4.08,52.5,11.178608,48.016129,1,11.175838623047,11.1980502658422,48.0145833333338,48.0352724880647,2041200000,5.30389070510864,2041200000,3.56285953521729,"danube"
168572,NA,"Germany","Europe","SWBD",1,0,1.09,7.09,1.92,5.06,0,3,4.7,57.735,1,600,2.95,2262.9,10.877558,48.008516,1,10.8676917860245,10.8822144232857,47.985694444445,48.0088810221359,12960000,5.30389070510864,12960000,3.56285953521729,"danube"
168586,NA,"Austria","Europe","SWBD",1,0,1.1,4.74,1.27,4.88,0,3,4.4,1.56,36.2,501,2.76,68.3,13.101913,47.99666,1,13.0827007378476,13.1042835828996,47.9834722222226,47.9975425889762,469152000,5.57431936264038,469152000,3.63913702964783,"danube"
168587,NA,"Romania","Europe","SWBD",1,0,1.19,9.66,2.5,7.63,0,3,6.4,1.142,77.3,110,4.18,157.2,26.688247,47.996646,1,26.6363967556422,26.6905476888019,47.9937500000001,48.0027699110244,1001808000,7.73811292648315,1001808000,3.95316505432129,"danube"
168592,NA,"Romania","Europe","SWBD",1,0,2.41,14.46,2.63,14.75,0,3,6.1,2.178,78.4,96,3.08,300.8,26.759174,47.990014,1,26.7119300672742,26.7616984049479,47.9865277777778,48.0311058213976,1016064000,7.73811292648315,1016064000,3.95316505432129,"danube"
