"ID","x","y","ID_nxt","Down_type","T_AIR","Wind","line_node","lake_out","lake_in","slope","Pt_type","Dist_down","dist_nxt","HL_ID_new","uwwID","rptMStateK","uwwCode","uwwName","uwwCollect","uwwLatit_1","uwwLongi_1","uwwLoadEnt","uwwCapacit","uwwPrimary","uwwSeconda","f_STP","F_direct","basin_id","LD_new","aggID","uwwOtherTr","uwwNRemova","uwwPRemova","uwwUV","uwwChlorin","uwwOzonati","uwwSandFil","uwwMicroFi","uwwOther","uwwSpecifi","aggCode","aggName","aggLatit_1","aggLongi_1","aggGenerat","snap_dist","stop","Freq","flow_acc","pH"
"P_00024",22.2875,61.0208333333333,"P_00025","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"START",64336.049389794,450.60031473125,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6
"P_00025",22.2791666666667,61.0208333333333,"P_00026","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",63885.4490750627,450.60031473125,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00026",22.2708333333333,61.0208333333333,"P_00027","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",63434.8487603315,450.600314731442,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00027",22.2625,61.0208333333333,"P_00028","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",62984.2484456,450.600314731442,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00028",22.2541666666667,61.0208333333333,"P_00029","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",62533.6481308686,450.600314731058,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00029",22.2458333333333,61.0208333333333,"P_00030","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",62083.0478161375,450.600314731442,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00030",22.2375,61.0208333333333,"P_00031","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",61632.4475014061,450.60031473125,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00031",22.2291666666667,61.0208333333333,"P_00032","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",61181.8471866748,450.60031473125,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00032",22.2208333333333,61.0208333333333,"P_00033","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",60731.2468719436,450.60031473125,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00033",22.2125,61.0208333333333,"P_00034","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",60280.6465572123,450.600314731442,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00034",22.2041666666667,61.0208333333333,"P_00035","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",59830.0462424809,450.600314731058,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00035",22.1958333333333,61.0208333333333,"L_00001_1146_6","LAKE",6.06152153015137,6.19888734817505,NA,0,1,1.13999998569489,"node",59379.4459277498,214.403242245165,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"L_00001_1146_6",22.1918681925511,61.0208333333333,"P_00148","JNCT",6.06152153015137,6.19888734817505,NA,0,1,1.13999998569489,"Hydro_Lake",59165.0426855047,236.197072713748,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00037",21.6375,60.9875,"L_00001_155058_7","LAKE",6.06152153015137,6.19888734817505,NA,0,1,0.959999978542328,"START",15013.9445535592,560.621080363664,155058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6
"L_00001_155058_7",21.632974432289,60.992025567711,"P_00154","JNCT",6.06152153015137,6.19888734817505,NA,0,1,1.78999996185303,"Hydro_Lake",14453.3234731955,471.689196719962,155058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00039",22.3291666666667,60.8791666666667,"L_00001_1146_8","LAKE",6.06152153015137,6.19888734817505,NA,0,1,1.16999995708466,"START",78079.3493410377,2719.92642662131,155227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6
"L_00001_1146_8",22.3375,60.9032364681212,"P_00040","node",6.06152153015137,6.19888734817505,NA,0,1,1.75,"Hydro_Lake",75359.4229144164,1753.4731998514,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00040",22.3375,60.8875,"P_00041","node",6.06152153015137,6.19888734817505,NA,0,0,1.07000005245209,"node",73605.949714565,928.560872375102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00041",22.3375,60.8958333333333,"L_00002_155227_8","LAKE",6.06152153015137,6.19888734817505,NA,0,0,2.51999998092651,"node",72677.3888421899,1851.06397518608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"L_00002_155227_8",22.3296656408722,60.8796656408721,"P_00178","JNCT",6.06152153015137,6.19888734817505,NA,1,0,1.16999995708466,"Hydro_Lake",70826.3248670038,2763.01768124467,155227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00043",22.4958333333333,60.8791666666667,"P_00044","node",6.06152153015137,6.19888734817505,NA,0,0,1.60000002384186,"START",93890.1954857748,1033.01880680031,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6
"P_00044",22.4875,60.8708333333333,"P_00045","node",6.06152153015137,6.19888734817505,NA,0,0,2.52999997138977,"node",92857.1766789745,928.557395314142,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00045",22.4875,60.8625,"P_00046","node",6.06152153015137,6.19888734817505,NA,0,0,1.89999997615814,"node",91928.6192836604,928.556235876571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00046",22.4875,60.8541666666667,"P_00047","node",6.06152153015137,6.19888734817505,NA,0,0,1.49000000953674,"node",91000.0630477838,928.555076238326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00047",22.4875,60.8458333333333,"P_00048","node",6.06152153015137,6.19888734817505,NA,0,0,1.69000005722046,"node",90071.5079715455,1033.22148084964,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00048",22.4791666666667,60.8375,"P_00049","node",6.06152153015137,6.19888734817505,NA,0,0,1.78999996185303,"node",89038.2864906958,1033.27216570258,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00049",22.4708333333333,60.8291666666667,"P_00197","JNCT",6.06152153015137,6.19888734817505,NA,0,0,1.50999999046326,"node",88005.0143249932,906.630254058203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00051",22.4625,60.8125,"P_00052","node",6.06152153015137,6.19888734817505,NA,0,0,1.12999999523163,"START",89060.2573636326,928.55043561847,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6
"P_00052",22.4625,60.8208333333333,"P_00197","JNCT",6.06152153015137,6.19888734817505,NA,0,0,0.990000009536743,"node",88131.7069280141,1033.32285707909,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00054",22.3375,61.0708333333333,"P_00055","node",6.06152153015137,6.19888734817505,NA,0,0,1.25,"JNCT",67932.5985881482,1031.85547576871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"P_00055",22.3458333333333,61.0625,"P_00056","node",6.06152153015137,6.19888734817505,NA,0,0,0.920000016689301,"node",66900.7431123795,1031.90598243499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00056",22.3375,61.0541666666667,"L_00002_1146_11","LAKE",6.06152153015137,6.19888734817505,NA,0,0,1.11000001430511,"node",65868.8371299445,947.78947478844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"L_00002_1146_11",22.3298463232994,61.0465129899661,"P_00057","node",6.06152153015137,6.19888734817505,NA,0,1,1.85000002384186,"Hydro_Lake",64921.047655156,84.167021494674,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00057",22.3291666666667,61.0458333333333,"P_00058","node",6.06152153015137,6.19888734817505,NA,0,1,1.85000002384186,"node",64836.8806336613,450.245831115839,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00058",22.3208333333333,61.0458333333333,"P_00059","node",6.06152153015137,6.19888734817505,NA,0,1,2.09999990463257,"node",64386.6348025455,450.245831115647,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00059",22.3125,61.0458333333333,"P_00060","node",6.06152153015137,6.19888734817505,NA,0,1,2.15000009536743,"node",63936.3889714299,450.245831115455,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00060",22.3041666666667,61.0458333333333,"P_00061","node",6.06152153015137,6.19888734817505,NA,0,1,1.69000005722046,"node",63486.1431403144,450.245831115839,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00061",22.2958333333333,61.0458333333333,"P_00062","node",6.06152153015137,6.19888734817505,NA,0,1,0.990000009536743,"node",63035.8973091986,450.245831115647,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00062",22.2875,61.0458333333333,"P_00063","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",62585.6514780829,450.245831115647,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00063",22.2791666666667,61.0458333333333,"P_00064","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",62135.4056469673,450.245831115647,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00064",22.2708333333333,61.0458333333333,"P_00065","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",61685.1598158516,450.245831115839,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00065",22.2625,61.0458333333333,"P_00066","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",61234.9139847358,450.245831115839,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00066",22.2541666666667,61.0458333333333,"P_00067","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",60784.6681536199,450.245831115455,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00067",22.2458333333333,61.0458333333333,"P_00068","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",60334.4223225045,450.245831115839,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00068",22.2375,61.0458333333333,"P_00069","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",59884.1764913887,450.245831115647,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00069",22.2291666666667,61.0458333333333,"P_00070","node",6.06152153015137,6.19888734817505,NA,0,1,0.639999985694885,"node",59433.930660273,450.245831115647,1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000419_1036401_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
