"ID","x","y","ID_nxt","Down_type","T_AIR","Wind","line_node","lake_out","lake_in","slope","Pt_type","Dist_down","dist_nxt","HL_ID_new","uwwID","rptMStateK","uwwCode","uwwName","uwwCollect","uwwLatit_1","uwwLongi_1","uwwLoadEnt","uwwCapacit","uwwPrimary","uwwSeconda","f_STP","F_direct","basin_id","LD_new","aggID","uwwOtherTr","uwwNRemova","uwwPRemova","uwwUV","uwwChlorin","uwwOzonati","uwwSandFil","uwwMicroFi","uwwOther","uwwSpecifi","aggCode","aggName","aggLatit_1","aggLongi_1","aggGenerat","snap_dist","stop","Freq","flow_acc","pH"
"P_00092",21.6958333333333,62.0958333333333,"P_00093","node",4.93839550018311,5.20977592468262,NA,0,0,1.87999999523163,"node",33121.5832304501,1025.64605439242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00093",21.6875,62.1041666666667,"P_00094","node",4.93839550018311,5.20977592468262,NA,0,0,1.37000000476837,"node",32095.9371760577,928.727792924685,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00094",21.6875,62.1125,"P_00095","node",4.93839550018311,5.20977592468262,NA,0,0,1.62000000476837,"node",31167.209383133,928.728920340339,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00095",21.6875,62.1208333333333,"P_00096","node",4.93839550018311,5.20977592468262,NA,0,0,1.11000001430511,"node",30238.4804627927,1025.49718231418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00096",21.6791666666667,62.1291666666667,"P_00097","node",4.93839550018311,5.20977592468262,NA,0,0,0.990000009536743,"node",29212.9832804785,1025.44757297892,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00097",21.6708333333333,62.1375,"P_00098","node",4.93839550018311,5.20977592468262,NA,0,0,1.94000005722046,"node",28187.5357074996,928.732301247582,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00098",21.6708333333333,62.1458333333333,"P_00099","node",4.93839550018311,5.20977592468262,NA,0,0,1.30999994277954,"node",27258.803406252,434.563474823803,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00099",21.6625,62.1458333333333,"P_00100","node",4.93839550018311,5.20977592468262,NA,0,0,1.6599999666214,"node",26824.2399314282,1025.34837636527,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00100",21.6541666666667,62.1541666666667,"P_00101","node",4.93839550018311,5.20977592468262,NA,0,0,1.48000001907349,"node",25798.8915550629,1025.29878910206,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00101",21.6458333333333,62.1625,"P_00102","node",4.93839550018311,5.20977592468262,NA,0,0,1.58000004291534,"node",24773.5927659609,434.324599271726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00102",21.6375,62.1625,"P_00103","node",4.93839550018311,5.20977592468262,NA,0,0,3.05999994277954,"node",24339.2681666891,928.735680166683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00103",21.6375,62.1708333333333,"P_00104","node",4.93839550018311,5.20977592468262,NA,0,0,1.22000002861023,"node",23410.5324865225,928.736806036082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00104",21.6375,62.1791666666667,"P_00105","node",4.93839550018311,5.20977592468262,NA,0,0,1.27999997138977,"node",22481.7956804864,928.737931673441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00105",21.6375,62.1875,"P_00106","node",4.93839550018311,5.20977592468262,NA,0,0,0.899999976158142,"node",21553.0577488129,1025.1005137844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00106",21.6458333333333,62.1958333333333,"P_00107","node",4.93839550018311,5.20977592468262,NA,0,0,0.930000007152557,"node",20527.9572350285,1025.05096342179,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00107",21.6541666666667,62.2041666666667,"P_00108","node",4.93839550018311,5.20977592468262,NA,0,0,1.1599999666214,"node",19502.9062716067,1025.00142044415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00108",21.6625,62.2125,"P_00109","node",4.93839550018311,5.20977592468262,NA,0,0,1.12999999523163,"node",18477.9048511626,1024.95188487303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00109",21.6708333333333,62.2208333333333,"P_00110","node",4.93839550018311,5.20977592468262,NA,0,0,1.74000000953674,"node",17452.9529662896,1024.90235671125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00110",21.6625,62.2291666666667,"P_00148","JNCT",4.93839550018311,5.20977592468262,NA,0,0,1.62999999523163,"node",16428.0506095783,433.368724502683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00112",21.7875,62.2958333333333,"P_00113","node",4.93839550018311,5.20977592468262,NA,0,0,0.860000014305115,"JNCT",28326.4304397623,432.412254612467,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"P_00113",21.7791666666667,62.2958333333333,"P_00114","node",4.93839550018311,5.20977592468262,NA,0,0,1.22000002861023,"node",27894.0181851499,1024.50639862902,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00114",21.7708333333333,62.2875,"P_00115","node",4.93839550018311,5.20977592468262,NA,0,0,1.03999996185303,"node",26869.5117865209,432.531845850078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00115",21.7625,62.2875,"P_00116","node",4.93839550018311,5.20977592468262,NA,0,0,1.30999994277954,"node",26436.9799406708,432.531845850447,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00116",21.7541666666667,62.2875,"P_00117","node",4.93839550018311,5.20977592468262,NA,0,0,1.37000000476837,"node",26004.4480948203,432.531845850078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00117",21.7458333333333,62.2875,"P_00118","node",4.93839550018311,5.20977592468262,NA,0,0,1.28999996185303,"node",25571.9162489703,432.531845849894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00118",21.7375,62.2875,"P_00119","node",4.93839550018311,5.20977592468262,NA,0,0,1.25,"node",25139.3844031204,432.531845850263,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00119",21.7291666666667,62.2875,"P_00121","JNCT",4.93839550018311,5.20977592468262,NA,0,0,1.39999997615814,"node",24706.8525572701,432.531845850078,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00121",21.7208333333333,62.2875,"P_00122","node",4.93839550018311,5.20977592468262,NA,0,0,1.46000003814697,"JNCT",24274.32071142,1024.55586735628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"P_00122",21.7125,62.2791666666667,"P_00123","node",4.93839550018311,5.20977592468262,NA,0,0,1.27999997138977,"node",23249.7648440637,432.651427806666,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00123",21.7041666666667,62.2791666666667,"P_00124","node",4.93839550018311,5.20977592468262,NA,0,0,1.01999998092651,"node",22817.1134162571,1024.60534353381,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00124",21.6958333333333,62.2708333333333,"P_00126","JNCT",4.93839550018311,5.20977592468262,NA,0,0,1.20000004768372,"node",21792.5080727233,928.749175894669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00126",21.6958333333333,62.2625,"P_00127","node",4.93839550018311,5.20977592468262,NA,0,0,0.769999980926514,"JNCT",20863.7588968286,1024.70431821073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6
"P_00127",21.6875,62.2541666666667,"P_00128","node",4.93839550018311,5.20977592468262,NA,0,0,0.949999988079071,"node",19839.0545786179,433.010117964926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00128",21.6791666666667,62.2541666666667,"P_00129","node",4.93839550018311,5.20977592468262,NA,0,0,0.740000009536743,"node",19406.0444606529,433.01011796511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00129",21.6708333333333,62.2541666666667,"P_00130","node",4.93839550018311,5.20977592468262,NA,0,0,0.790000021457672,"node",18973.0343426878,1024.75381669777,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00130",21.6625,62.2458333333333,"P_00131","node",4.93839550018311,5.20977592468262,NA,0,0,1.42999994754791,"node",17948.2805259901,928.745804962345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00131",21.6625,62.2375,"P_00148","JNCT",4.93839550018311,5.20977592468262,NA,0,0,0.980000019073486,"node",17019.5347210277,1024.85283595208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00133",21.5458333333333,62.2541666666667,"P_00134","node",4.93839550018311,5.20977592468262,NA,0,0,0.790000021457672,"JNCT",8588.13859855994,433.010117964741,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"P_00134",21.5375,62.2541666666667,"P_00135","node",4.93839550018311,5.20977592468262,NA,0,0,0.800000011920929,"node",8155.12848059519,433.010117964926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00135",21.5291666666667,62.2541666666667,"P_00136","node",4.93839550018311,5.20977592468262,NA,0,0,0.980000019073486,"node",7722.11836263027,1024.70431821038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00136",21.5208333333333,62.2625,"P_00137","node",4.93839550018311,5.20977592468262,NA,0,0,1.45000004768372,"node",6697.41404441989,432.890563866441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00137",21.5125,62.2625,"P_00138","node",4.93839550018311,5.20977592468262,NA,0,0,1.19000005722046,"node",6264.52348055345,432.890563866994,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00138",21.5041666666667,62.2625,"P_00139","node",4.93839550018311,5.20977592468262,NA,0,0,0.990000009536743,"node",5831.63291668645,432.890563866625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00139",21.4958333333333,62.2625,"P_00140","node",4.93839550018311,5.20977592468262,NA,0,0,0.860000014305115,"node",5398.74235281983,1024.70431821003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00140",21.4875,62.2541666666667,"P_00141","node",4.93839550018311,5.20977592468262,NA,0,0,0.699999988079071,"node",4374.0380346098,1024.75381669848,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00141",21.4791666666667,62.2458333333333,"P_00142","node",4.93839550018311,5.20977592468262,NA,0,0,0.680000007152557,"node",3349.28421791132,433.129662772059,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00142",21.4708333333333,62.2458333333333,"P_00143","node",4.93839550018311,5.20977592468262,NA,0,0,0.680000007152557,"node",2916.15455513927,1024.80332261603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00143",21.4625,62.2375,"P_00144","node",4.93839550018311,5.20977592468262,NA,0,0,0.790000021457672,"node",1891.35123252323,433.249198285305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00144",21.4541666666667,62.2375,"P_00145","node",4.93839550018311,5.20977592468262,NA,0,0,0.790000021457672,"node",1458.10203423793,433.24919828549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00145",21.4458333333333,62.2375,"P_00146","MOUTH",4.93839550018311,5.20977592468262,NA,0,0,0.709999978542328,"node",1024.85283595244,1024.85283595244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00146",21.4375,62.2291666666667,NA,NA,4.93839550018311,5.20977592468262,NA,0,0,0.769999980926514,"MOUTH",0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00148",21.6541666666667,62.2291666666667,"P_00149","node",4.93839550018311,5.20977592468262,NA,0,0,1.97000002861023,"JNCT",15994.6818850756,433.368724502498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"P_00149",21.6458333333333,62.2291666666667,"P_00150","node",4.93839550018311,5.20977592468262,NA,0,0,1.20000004768372,"node",15561.3131605731,433.368724502868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00150",21.6375,62.2291666666667,"P_00151","node",4.93839550018311,5.20977592468262,NA,0,0,1.60000002384186,"node",15127.9444360703,433.368724503053,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00151",21.6291666666667,62.2291666666667,"P_00152","node",4.93839550018311,5.20977592468262,NA,0,0,2.11999988555908,"node",14694.5757115672,433.368724502683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00152",21.6208333333333,62.2291666666667,"P_00153","node",4.93839550018311,5.20977592468262,NA,0,0,0.860000014305115,"node",14261.2069870645,1024.85283595208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00153",21.6125,62.2375,"P_00154","node",4.93839550018311,5.20977592468262,NA,0,0,1.32000005245209,"node",13236.3541511124,433.249198285305,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00154",21.6041666666667,62.2375,"P_00155","node",4.93839550018311,5.20977592468262,NA,0,0,0.800000011920929,"node",12803.1049528271,433.24919828549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00155",21.5958333333333,62.2375,"P_00156","node",4.93839550018311,5.20977592468262,NA,0,0,0.850000023841858,"node",12369.8557545417,1024.80332261603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00156",21.5875,62.2458333333333,"P_00157","node",4.93839550018311,5.20977592468262,NA,0,0,0.889999985694885,"node",11345.0524319256,433.129662772244,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00157",21.5791666666667,62.2458333333333,"P_00158","node",4.93839550018311,5.20977592468262,NA,0,0,0.879999995231628,"node",10911.9227691534,1024.75381669848,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00158",21.5708333333333,62.2541666666667,"P_00159","node",4.93839550018311,5.20977592468262,NA,0,0,1.36000001430511,"node",9887.1689524549,433.010117964926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00159",21.5625,62.2541666666667,"P_00160","node",4.93839550018311,5.20977592468262,NA,0,0,0.829999983310699,"node",9454.15883448997,433.010117964926,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00160",21.5541666666667,62.2541666666667,"P_00133","JNCT",4.93839550018311,5.20977592468262,NA,0,0,0.829999983310699,"node",9021.14871652505,433.01011796511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00162",22.0208333333333,62.2125,"P_00163","node",4.93839550018311,5.20977592468262,NA,0,0,0.959999978542328,"JNCT",48255.3064774663,1025.00142044415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6
"P_00163",22.0125,62.2041666666667,"P_00164","node",4.93839550018311,5.20977592468262,NA,0,0,0.860000014305115,"node",47230.3050570221,928.740182298607,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00164",22.0125,62.1958333333333,"P_00165","node",4.93839550018311,5.20977592468262,NA,0,0,0.959999978542328,"node",46301.5648747235,433.846736358758,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00165",22.0041666666667,62.1958333333333,"P_00166","node",4.93839550018311,5.20977592468262,NA,0,0,0.709999978542328,"node",45867.7181383648,433.846736358573,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00166",21.9958333333333,62.1958333333333,"P_00167","node",4.93839550018311,5.20977592468262,NA,0,0,1.03999996185303,"node",45433.8714020062,433.846736358203,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
"P_00167",21.9875,62.1958333333333,"P_00168","node",4.93839550018311,5.20977592468262,NA,0,0,1.22000002861023,"node",45000.024665648,1025.10051378405,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"000425_1031387_sc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6
