"Hylak_id","Lake_name","Country","Continent","Poly_src","Lake_type","Grand_id","Lake_area","Shore_len","Shore_dev","Vol_total","Vol_res","Vol_src","Depth_avg","Dis_avg","Res_time","Elevation","Slope_100","Wshd_area","HRT","T_AIR","HRT_sec","Wind","basin_id","Pour_long","Pour_lat"
1354478,NA,"France","Europe","SWBD",1,0,0.99,9.82,2.78,2.02,0,3,2,4.39,5.3,189,0.48,222.1,457920,8.3361291885376,457920,7,"209878",5.140069,46.350693
1354880,NA,"France","Europe","SWBD",1,0,0.49,6.02,2.42,2.79,0,3,5.7,8.285,3.9,380,5.03,288,336960,8.3361291885376,336960,7,"209878",5.569734,46.264878
1354881,NA,"France","Europe","SWBD",1,0,0.23,2.41,1.44,1.46,0,3,6.5,9.136,1.8,285,8.56,303.7,155520,8.3361291885376,155520,7,"209878",5.506156,46.264455
1355124,NA,"France","Europe","SWBD",1,0,0.3,2.29,1.18,0.78,0,3,2.6,1.99,4.5,209,1.17,107.9,388800,9.7982120513916,388800,7,"209878",5.161458,46.213625
1355147,NA,"France","Europe","SWBD",2,3365,0.53,6.84,2.66,14.5,14.5,2,27.6,89.505,1.9,281,16.91,2434.8,164160,9.7982120513916,164160,7,"209878",5.466327,46.210415
1355222,NA,"Switzerland","Europe","SWBD",1,0,0.46,5.52,2.3,2.14,0,3,4.6,319.748,0.1,369,3.41,10094.6,8640,9.7982120513916,8640,7,"209878",6.029651,46.194944
1355363,NA,"France","Europe","SWBD",1,0,0.42,4.21,1.84,4.71,0,3,11.3,0.492,110.9,592,22.19,16.2,9581760,9.7982120513916,9581760,7,"209878",5.675661,46.164798
1355508,NA,"Switzerland","Europe","SWBD",2,3368,0.67,4.49,1.55,78,78,2,117.1,0.792,1139.9,2200,17.64,25.6,98487360,9.2461633682251,98487360,7,"209878",7.569566,46.135131
1355569,NA,"France","Europe","SWBD",1,0,0.42,4.78,2.08,0.87,0,3,2.1,0.327,30.8,266,0.66,19.5,2661120,9.7982120513916,2661120,7,"209878",5.113684,46.121803
1355619,NA,"France","Europe","SWBD",1,0,0.31,2.75,1.39,0.61,0,3,2,0.218,32.4,267,0.64,13.1,2799360,9.7982120513916,2799360,7,"209878",5.107292,46.107241
1355937,NA,"Switzerland","Europe","SWBD",2,3376,0.84,5.39,1.66,101,101,2,119.5,1.277,915.4,2143,16.36,34.3,79090560,9.2461633682251,79090560,7,"209878",7.959375,46.046691
1355975,NA,"France","Europe","SWBD",1,0,0.12,1.91,1.53,0.2,0,3,1.7,1.736,1.4,276,0.61,118.1,120960,9.7982120513916,120960,7,"209878",5.034859,46.039442
1355996,NA,"France","Europe","SWBD",1,0,0.49,5.97,2.4,0.98,0,3,2,1.731,6.6,273,0.58,117.8,570240,9.7982120513916,570240,7,"209878",5.030208,46.035725
1356013,NA,"France","Europe","SWBD",1,0,0.34,4.36,2.12,0.63,0,3,1.9,103.41,0.1,234,0.57,3016,8640,9.7982120513916,8640,7,"209878",5.325396,46.032983
1356140,NA,"France","Europe","SWBD",1,0,0.47,3.42,1.41,1.15,0,3,2.4,0.506,26.4,274,0.9,35,2280960,9.7982120513916,2280960,7,"209878",5.000204,46.010291
1356167,NA,"France","Europe","SWBD",1,0,0.49,5.55,2.24,1.12,0,3,2.3,0.568,22.9,275,0.78,35.4,1978560,9.7982120513916,1978560,7,"209878",5.098958,46.00529
1356197,NA,"France","Europe","SWBD",1,0,0.6,4.5,1.64,1.45,0,3,2.4,0.303,55.3,280,0.8,21.3,4777920,9.7982120513916,4777920,7,"209878",4.980054,46.000831
1356231,NA,"France","Europe","SWBD",1,0,0.18,2.51,1.65,0.38,0,3,2,1.018,4.3,274,0.83,69.2,371520,9.7982120513916,371520,7,"209878",5.023049,45.995934
1356277,NA,"France","Europe","SWBD",1,0,0.2,2.15,1.35,0.34,0,3,1.7,0.473,8.2,276,0.52,31,708480,9.7982120513916,708480,7,"209878",5.026647,45.988602
1356286,NA,"France","Europe","SWBD",1,0,0.14,2.88,2.16,0.22,0,3,1.5,0.514,4.9,279,0.5,36.1,423360,9.7982120513916,423360,7,"209878",5.013058,45.98784
1356351,NA,"France","Europe","SWBD",1,0,0.36,5.52,2.58,0.56,0,3,1.5,0.488,13.3,280,0.37,34.3,1149120,9.7982120513916,1149120,7,"209878",5.006788,45.975764
1356375,NA,"France","Europe","SWBD",1,0,0.63,4.03,1.43,1.27,0,3,2,0.395,37.1,279,0.54,28.1,3205440,9.7982120513916,3205440,7,"209878",4.988473,45.971511
1356403,NA,"France","Europe","SWBD",1,0,0.33,2.65,1.3,0.39,0,3,1.2,0.279,16.1,283,0.22,20,1391040,9.7982120513916,1391040,7,"209878",4.968138,45.967325
1356565,"Lac des Toules","Switzerland","Europe","SWBD",2,3384,0.28,3.19,1.69,20.1,20.1,2,70.5,1.078,215.8,1789,17.54,38.2,18645120,9.2461633682251,18645120,7,"209878",7.200142,45.925248
1356584,NA,"France","Europe","SWBD",1,0,0.2,2.11,1.34,0.44,0,3,2.2,12.694,0.4,552,0.95,549.4,34560,9.2461633682251,34560,7,"209878",6.653456,45.921566
1356890,NA,"France","Europe","SWBD",1,0,0.15,1.85,1.36,0.26,0,3,1.8,402.698,0.1,235,0.68,12744.2,8640,9.7982120513916,8640,7,"209878",5.799883,45.837301
1357343,NA,"France","Europe","SWBD",2,3393,0.21,1.79,1.09,13.7,13.7,2,64.3,0.441,359.6,1516,24.95,21.4,31069440,9.2461633682251,31069440,7,"209878",6.649128,45.71097
1357573,NA,"France","Europe","SWBD",1,0,0.1,1.69,1.51,0.13,0,3,1.3,1.573,1,215,0.41,92.3,86400,9.7982120513916,86400,7,"209878",5.278753,45.648303
1357719,NA,"France","Europe","SWBD",1,0,0.11,1.98,1.72,0.2,0,3,1.9,45.309,0.1,305,0.81,2652.8,8640,9.2461633682251,8640,7,"209878",6.299187,45.613018
1357826,NA,"France","Europe","SWBD",1,0,0.12,1.77,1.42,0.26,0,3,2.1,11.033,0.3,218,1.04,602.5,25920,9.7982120513916,25920,7,"209878",5.639527,45.584323
1357933,NA,"France","Europe","SWBD",1,0,0.12,1.75,1.42,0.36,0,3,3,75.503,0.1,284,2.14,4816.3,8640,9.7982120513916,8640,7,"209878",6.1657,45.557345
1358221,NA,"France","Europe","SWBD",1,0,0.22,2.27,1.35,0.56,0,3,2.5,27.565,0.2,347,1.2,1863,17280,9.2461633682251,17280,7,"209878",6.292215,45.485593
1358261,NA,"France","Europe","SWBD",1,0,0.1,1.76,1.58,0.13,0,3,1.3,75.096,0.1,258,0.38,4906.2,8640,9.7982120513916,8640,7,"209878",6.022917,45.478265
1358299,NA,"France","Europe","SWBD",1,0,0.1,1.46,1.29,0.18,0,3,1.8,75.519,0.1,257,0.79,4934.5,8640,9.7982120513916,8640,7,"209878",6.019587,45.468342
1358303,NA,"France","Europe","SWBD",1,0,0.23,1.93,1.13,1.59,0,3,6.9,0.475,38.6,2085,9.54,24.5,3335040,9.2461633682251,3335040,7,"209878",6.906382,45.46697
1358399,NA,"France","Europe","SWBD",1,0,0.11,2.1,1.76,0.25,0,3,2.2,76.13,0.1,252,1.09,4984.5,8640,9.7982120513916,8640,7,"209878",6.007217,45.444709
1358451,NA,"France","Europe","SWBD",1,0,0.16,2.76,1.93,1.25,0,3,7.7,0.435,33.3,490,13.65,42.1,2877120,9.7982120513916,2877120,7,"209878",4.513358,45.435038
1358735,NA,"France","Europe","SWBD",1,0,0.48,3.31,1.35,0.74,0,3,1.5,80.701,0.1,244,0.34,5287.6,8640,9.7982120513916,8640,7,"209878",5.985417,45.378314
1359074,NA,"France","Europe","SWBD",1,0,0.19,2.73,1.77,1.08,0,3,5.7,0.33,37.8,513,6.92,30.6,3265920,9.7982120513916,3265920,7,"209878",4.643017,45.299471
1359108,NA,"France","Europe","SWBD",1,0,0.16,1.69,1.18,0.73,0,3,4.5,22.788,0.4,519,4.35,1518.2,34560,9.2461633682251,34560,7,"209878",6.35555,45.28801
1359263,NA,"France","Europe","SWBD",1,0,0.17,2.18,1.48,1.61,0,3,9.2,0.353,52.7,1933,19.32,22.4,4553280,9.2461633682251,4553280,7,"209878",6.722998,45.247917
1359355,NA,"France","Europe","SWBD",1,0,0.2,3.81,2.38,0.62,0,3,3,85.69,0.1,221,1.82,5611.3,8640,9.7982120513916,8640,7,"209878",5.844937,45.224683
1359426,NA,"France","Europe","SWBD",1,0,0.27,3.12,1.71,2.92,0,3,11,14.243,2.4,923,24.39,897.6,207360,9.2461633682251,207360,7,"209878",6.56875,45.206947
1359437,NA,"France","Europe","SWBD",2,3412,0.98,5.89,1.68,137,137,2,139.2,0.666,2380.9,1632,18.92,43.2,205709760,9.7982120513916,205709760,7,"209878",6.119687,45.20569
1359748,NA,"France","Europe","SWBD",2,3416,0.53,4.36,1.69,15.6,15.6,2,29.5,2.526,71.5,758,16.51,162.3,6177600,9.7982120513916,6177600,7,"209878",6.043875,45.130974
1360003,NA,"France","Europe","SWBD",2,3419,0.83,6.47,2,54,54,2,64.9,3.849,162.4,999,24.4,251.2,14031360,9.7982120513916,14031360,7,"209878",6.139583,45.043988
1360155,NA,"France","Europe","SWBD",1,0,0.77,4.01,1.29,5.1,0,3,6.6,0.5,117.9,923,6.04,31,10186560,9.7982120513916,10186560,7,"209878",5.777083,44.992566
1360206,NA,"France","Europe","SWBD",1,0,0.92,3.67,1.08,6.08,0,3,6.6,0.291,241.7,932,5.79,18.1,20882880,9.7982120513916,20882880,7,"209878",5.780208,44.976277
1360484,NA,"France","Europe","SWBD",2,3425,0.83,9.83,3.04,28,28,2,33.7,19.695,16.5,581,11.13,1109.5,1425600,9.7982120513916,1425600,7,"209878",5.806809,44.87566
1361421,NA,"France","Europe","SWBD",1,0,0.46,3.73,1.56,1.54,0,3,3.4,58.125,0.3,574,1.75,4231.1,25920,9.7982120513916,25920,7,"209878",6.022931,44.423224
1361453,NA,"France","Europe","SWBD",1,0,0.22,3.39,2.02,1.01,0,3,4.5,11.221,1,637,4.07,820.9,86400,9.7982120513916,86400,7,"209878",5.728125,44.398269
1361457,NA,"France","Europe","SWBD",1,0,0.1,1.73,1.57,0.15,0,3,1.6,58.918,0.1,542,0.58,4322.4,8640,9.7982120513916,8640,7,"209878",5.9527,44.394224
1361756,NA,"France","Europe","SWBD",2,3437,0.35,4.4,2.09,6.2,6.2,2,17.6,82.952,0.9,460,5.39,6301.7,77760,9.7982120513916,77760,7,"209878",5.952419,44.177452
1361890,NA,"France","Europe","SWBD",1,0,0.32,3.84,1.91,0.75,0,3,2.3,1504.538,0.1,28,0.92,76445.1,8640,9.7982120513916,8640,7,"209878",4.750734,44.087121
1361892,NA,"France","Europe","SWBD",2,3439,0.56,5.85,2.21,15,15,2,26.9,87.098,2,428,3.63,6750.2,172800,9.7982120513916,172800,7,"209878",6.014295,44.086703
1362079,NA,"France","Europe","SWBD",1,0,0.16,3.16,2.2,1.2,0,3,7.3,1.565,8.8,465,12.03,145.8,760320,9.7982120513916,760320,7,"209878",5.747292,43.947208
1362109,NA,"France","Europe","SWBD",1,0,0.16,2.1,1.49,0.37,0,3,2.4,36.886,0.1,12,1.17,1947.6,8640,9.7982120513916,8640,7,"209878",4.578125,43.926771
1362149,NA,"France","Europe","SWBD",1,0,0.1,1.41,1.28,0.24,0,3,2.5,0.769,3.7,217,1.6,81.4,319680,9.7982120513916,319680,7,"209878",5.379914,43.889935
1362410,NA,"France","Europe","SWBD",1,0,0.25,3.28,1.84,0.71,0,3,2.8,150.192,0.1,117,1.47,12757.3,8640,14.9195804595947,8640,7,"209878",5.202966,43.740386
1362518,NA,"France","Europe","SWBD",1,0,0.32,3.06,1.54,0.76,0,3,2.4,147,0.1,171,1,12364,8640,14.9195804595947,8640,7,"209878",5.435559,43.680766
1362643,NA,"France","Europe","SWBD",1,0,0.1,1.66,1.48,0.07,0,3,0.7,0.593,1.4,0,0.12,103.1,120960,14.9195804595947,120960,7,"209878",4.684383,43.620379
171867,NA,"Spain","Europe","SWBD",2,2652,2.15,12.15,2.34,21.7,21.7,2,10.1,7.609,33,28,5.56,247.6,2851200,12.6120357513428,2851200,7,"210876",-8.296299,43.281609
171912,NA,"Spain","Europe","SWBD",2,2656,1.12,6.53,1.74,22.2,22.2,2,19.9,1.103,233,305,7.18,49,20131200,10.8021478652954,20131200,7,"211056",-3.284375,43.159272
1363592,NA,"Spain","Europe","SWBD",1,0,0.12,1.87,1.53,0.53,0,3,4.4,0.432,14.2,319,4.71,20.9,1226880,10.8021478652954,1226880,7,"211056",-3.057163,43.047297
1363284,NA,"Bosnia and Herzegovina","Europe","SWBD",1,0,0.21,4.79,2.96,0.66,0,3,3.2,1.15,6.7,842,2.02,33.5,578880,13.2521915435791,578880,7,"211121",18.10717,43.294855
1363249,NA,"Italy","Europe","SWBD",1,0,0.16,1.59,1.14,0.5,0,3,3.2,8.614,0.7,-2,2.23,910,60480,16.0412120819092,60480,7,"211467",10.522716,43.319975
1363327,NA,"Italy","Europe","SWBD",1,0,0.13,1.86,1.46,0.19,0,3,1.5,12.608,0.2,33,0.48,1071.6,17280,16.225004196167,17280,7,"211598",13.630444,43.271301
1363421,NA,"Italy","Europe","SWBD",1,0,0.21,2.96,1.82,0.93,0,3,4.4,8.391,1.3,220,3.96,642.3,112320,16.225004196167,112320,7,"211598",13.272526,43.187944
1363468,NA,"Italy","Europe","SWBD",1,0,0.35,4.77,2.29,2.43,0,3,7,5.85,4.8,297,8.82,435.6,414720,16.225004196167,414720,7,"211598",13.204449,43.144378
1363537,NA,"Italy","Europe","SWBD",1,0,0.55,3.66,1.39,4.18,0,3,7.5,4.475,10.8,397,8.81,325.4,933120,16.225004196167,933120,7,"211598",13.109299,43.087848
1363581,NA,"Italy","Europe","SWBD",2,3463,0.53,7.04,2.74,21.7,21.7,2,41.3,0.972,258.4,633,10.33,75.2,22325760,16.225004196167,22325760,7,"211598",13.180012,43.056453
